MONTH,AREA,TERRITORY,CHANNEL,PACKAGE,IMPRESSIONS,REACH,FREQUENCY,VIEWABLE_IMPRESSIONS,VIEWABILITY_RATE,CLICKS,COST,CTR,AVG_CPC,CPM,POST_VIEW_SESSIONS,POST_CLICK_SESSIONS
2025-02,Area_10,T125,Display,P_02,1089606,374447,2.91,649480,0.5961,4057,34975.89,0.00372,8.62,32.10,18709,4071
2025-03,Area_10,T125,Display,P_03,1995424,1267484,1.57,1393303,0.6982,9244,117184.72,0.00463,12.68,58.73,46706,13817
2025-04,Area_10,T125,Display,P_04,375555,93906,4.00,254986,0.6790,1504,73639.61,0.00400,48.96,196.08,6351,1353
2025-05,Area_10,T125,Display,P_05,990241,312668,3.17,678119,0.6848,4770,216184.30,0.00482,45.32,218.31,38951,6681
2025-06,Area_10,T125,Display,P_06,537911,141768,3.79,376457,0.6999,1950,91132.72,0.00363,46.73,169.42,13436,2098
2025-07,Area_10,T125,Display,P_07,487312,179514,2.71,297605,0.6107,1128,39362.23,0.00231,34.90,80.77,11058,1105
2025-08,Area_10,T125,Display,P_08,1744408,716957,2.43,1052073,0.6031,5520,236585.26,0.00316,42.86,135.62,46630,6636
2025-09,Area_10,T125,Display,P_09,595726,155816,3.82,391754,0.6576,2699,175529.31,0.00453,65.03,294.65,23554,2262
2025-10,Area_10,T125,Display,P_10,990434,300921,3.29,576400,0.5820,2296,228295.45,0.00232,99.43,230.50,16946,1870
2025-11,Area_10,T125,Display,P_11,1163749,394749,2.95,691112,0.5939,697,201905.17,0.00060,289.68,173.50,2359,884
2025-12,Area_10,T125,Display,P_12,173770,56190,3.09,138053,0.7945,454,43269.70,0.00261,95.31,249.01,4395,448
2025-01,Area_8,T100,Display,P_01,736662,237233,3.11,420229,0.5705,1953,172914.16,0.00265,88.54,234.73,9929,2704
2025-02,Area_8,T100,Display,P_02,546933,175936,3.11,310656,0.5680,1423,129776.84,0.00260,91.20,237.28,5764,1809
2025-03,Area_8,T100,Display,P_03,1786841,634730,2.82,987150,0.5525,4456,412217.75,0.00249,92.51,230.70,33364,4625
2025-04,Area_8,T100,Display,P_04,540793,178419,3.03,330835,0.6118,1149,111628.99,0.00212,97.15,206.42,10590,1518
2025-05,Area_8,T100,Display,P_05,1512126,596613,2.53,856177,0.5662,5129,325177.40,0.00339,63.40,215.05,43482,5415
2025-06,Area_8,T100,Display,P_06,1209226,324808,3.72,921804,0.7623,6822,309382.91,0.00564,45.35,255.85,35142,8137
2025-07,Area_8,T100,Display,P_07,297988,89445,3.33,198206,0.6651,1273,59770.66,0.00427,46.95,200.58,8021,1532
2025-08,Area_8,T100,Display,P_08,1975314,669171,2.95,1513716,0.7663,6361,561376.95,0.00322,88.25,284.20,59103,5602
2025-09,Area_8,T100,Display,P_09,594309,266573,2.23,481206,0.8097,489,121094.82,0.00082,247.64,203.76,2288,691
2025-10,Area_8,T100,Display,P_10,748650,234673,3.19,517002,0.6906,3129,194138.39,0.00418,62.04,259.32,19994,4275
2025-11,Area_8,T100,Display,P_11,1056502,377150,2.80,856094,0.8103,1391,176642.46,0.00132,126.99,167.20,11067,1416
2025-12,Area_8,T100,Display,P_12,960785,283375,3.39,673408,0.7009,1203,57192.64,0.00125,47.54,59.53,10116,1370
2025-01,Area_8,T109,Display,P_01,1968795,1130521,1.74,1668191,0.8473,11154,279623.90,0.00567,25.07,142.03,64997,11073
2025-02,Area_8,T109,Display,P_02,140498,37487,3.75,102938,0.7327,114,40008.34,0.00081,350.95,284.76,1136,148
2025-03,Area_8,T109,Display,P_03,700235,200521,3.49,514810,0.7352,956,164156.92,0.00137,171.71,234.43,7856,1355
2025-04,Area_8,T109,Display,P_04,1360089,783932,1.73,800726,0.5887,6425,257810.12,0.00472,40.13,189.55,42619,7889
2025-05,Area_8,T109,Display,P_05,1559495,617388,2.53,875423,0.5614,7994,127731.50,0.00513,15.98,81.91,28394,6822
2025-06,Area_8,T109,Display,P_06,1908285,770794,2.48,1547853,0.8111,1915,566153.23,0.00100,295.64,296.68,17792,2118
2025-07,Area_8,T109,Display,P_07,1814507,538638,3.37,1511699,0.8331,4851,146920.90,0.00267,30.29,80.97,20026,4948
2025-08,Area_8,T109,Display,P_08,850536,412540,2.06,698515,0.8213,1997,109186.73,0.00235,54.68,128.37,14674,1840
2025-09,Area_8,T109,Display,P_09,1601863,530394,3.02,965205,0.6026,6342,453898.41,0.00396,71.57,283.36,41527,9283
2025-10,Area_8,T109,Display,P_10,1642019,550039,2.99,922669,0.5619,9243,67817.83,0.00563,7.34,41.30,57464,12842
2025-11,Area_8,T109,Display,P_11,1419163,505738,2.81,951953,0.6708,3235,253920.70,0.00228,78.49,178.92,18679,4734
2025-12,Area_8,T109,Display,P_12,259400,155751,1.67,204613,0.7888,1015,31502.98,0.00391,31.04,121.45,3064,928
2025-01,Area_6,T076,Display,P_01,1149578,485775,2.37,794163,0.6908,4941,73512.38,0.00430,14.88,63.95,28385,5524
2025-02,Area_6,T076,Display,P_02,1285146,338597,3.80,833638,0.6487,7561,373985.21,0.00588,49.46,291.01,53509,8642
2025-03,Area_6,T076,Display,P_03,928158,428553,2.17,782333,0.8429,3413,159642.23,0.00368,46.77,172.00,17573,3590
2025-04,Area_6,T076,Display,P_04,308594,142772,2.16,230768,0.7478,1218,28903.88,0.00395,23.73,93.66,5375,1221
2025-05,Area_6,T076,Display,P_05,681071,186340,3.65,548074,0.8047,2559,101245.17,0.00376,39.56,148.66,16662,2956
2025-06,Area_6,T076,Display,P_06,1119350,442307,2.53,783141,0.6996,1976,305242.67,0.00177,154.48,272.70,6029,1829
2025-07,Area_6,T076,Display,P_07,1196319,481282,2.49,714289,0.5971,2030,231114.81,0.00170,113.85,193.19,8173,1649
2025-08,Area_6,T076,Display,P_08,932566,454728,2.05,661934,0.7098,4355,108660.84,0.00467,24.95,116.52,14806,4182
2025-09,Area_6,T076,Display,P_09,1421892,663800,2.14,933151,0.6563,8034,115198.36,0.00565,14.34,81.02,63919,8563
2025-10,Area_6,T076,Display,P_10,1247546,511011,2.44,790570,0.6337,6309,144812.25,0.00506,22.95,116.08,55289,8168
2025-11,Area_6,T076,Display,P_11,1533884,538844,2.85,1127448,0.7350,4127,307519.33,0.00269,74.51,200.48,20118,6035
2025-12,Area_6,T076,Display,P_12,1022893,349739,2.92,777238,0.7598,1234,272640.37,0.00121,220.94,266.54,7387,1010
2025-01,Area_4,T048,Display,P_01,1046634,582258,1.80,794324,0.7589,5929,125859.99,0.00566,21.23,120.25,41686,8102
2025-02,Area_4,T048,Display,P_02,549259,319077,1.72,406664,0.7404,2567,136839.91,0.00467,53.31,249.14,18793,3069
2025-03,Area_4,T048,Display,P_03,1779811,445265,4.00,1310042,0.7361,2331,136250.33,0.00131,58.45,76.55,19580,2711
2025-04,Area_4,T048,Display,P_04,1398459,565052,2.47,1018200,0.7281,4612,74679.88,0.00330,16.19,53.40,15988,4546
2025-05,Area_4,T048,Display,P_05,1113408,334703,3.33,739396,0.6641,2934,261599.93,0.00264,89.16,234.95,17096,3257
2025-06,Area_4,T048,Display,P_06,1816643,1046189,1.74,1237474,0.6812,6813,429082.09,0.00375,62.98,236.20,27465,5822
2025-07,Area_4,T048,Display,P_07,1713756,578162,2.96,1304975,0.7615,9946,111702.14,0.00580,11.23,65.18,96093,14638
2025-08,Area_4,T048,Display,P_08,1460940,740586,1.97,1220995,0.8358,1723,100790.47,0.00118,58.50,68.99,10543,2254
2025-09,Area_4,T048,Display,P_09,746581,453318,1.65,516188,0.6914,1511,42132.05,0.00202,27.88,56.43,7952,1806
2025-10,Area_4,T048,Display,P_10,1463682,555894,2.63,827258,0.5652,7577,218640.98,0.00518,28.86,149.38,67554,7612
2025-11,Area_4,T048,Display,P_11,1500612,494286,3.04,958791,0.6389,4492,325397.90,0.00299,72.44,216.84,30567,5527
2025-12,Area_4,T048,Display,P_12,1738267,854666,2.03,1046734,0.6022,4709,161266.17,0.00271,34.25,92.77,19769,6760
2025-01,Area_8,T104,Display,P_01,780246,341570,2.28,654776,0.8392,1469,233417.05,0.00188,158.90,299.16,8527,2004
2025-02,Area_8,T104,Display,P_02,146552,69855,2.10,120340,0.8211,416,9807.11,0.00284,23.57,66.92,3265,460
2025-03,Area_8,T104,Display,P_03,983332,467215,2.10,550903,0.5602,1908,73126.80,0.00194,38.33,74.37,15656,2043
2025-04,Area_8,T104,Display,P_04,1585188,628205,2.52,1159917,0.7317,5539,178365.28,0.00349,32.20,112.52,52118,8049
2025-05,Area_8,T104,Display,P_05,1248512,569798,2.19,955280,0.7651,4965,45560.76,0.00398,9.18,36.49,25027,5592
2025-06,Area_8,T104,Display,P_06,471274,198648,2.37,387236,0.8217,2734,123040.41,0.00580,45.00,261.08,11133,4094
2025-07,Area_8,T104,Display,P_07,1178696,581997,2.03,862199,0.7315,3374,249438.50,0.00286,73.93,211.62,20287,3240
2025-08,Area_8,T104,Display,P_08,1661292,871670,1.91,955186,0.5750,4005,337450.79,0.00241,84.26,203.13,30268,4589
2025-09,Area_8,T104,Display,P_09,1544838,555389,2.78,1020086,0.6603,8287,433355.90,0.00536,52.29,280.52,44032,6747
2025-10,Area_8,T104,Display,P_10,1660247,425225,3.90,938765,0.5654,4436,109082.13,0.00267,24.59,65.70,22388,5937
2025-11,Area_8,T104,Display,P_11,1566216,529518,2.96,1161992,0.7419,9183,376357.16,0.00586,40.98,240.30,88731,7568
2025-12,Area_8,T104,Display,P_12,1163976,447131,2.60,689476,0.5923,6305,217456.06,0.00542,34.49,186.82,53011,8790
2025-01,Area_12,T149,Display,P_01,560006,281729,1.99,474221,0.8468,1487,88266.27,0.00266,59.36,157.62,6872,2229
2025-02,Area_12,T149,Display,P_02,304965,78169,3.90,207866,0.6816,1342,44658.52,0.00440,33.28,146.44,9993,1623
2025-03,Area_12,T149,Display,P_03,1616736,869043,1.86,1204597,0.7451,9550,178869.50,0.00591,18.73,110.64,91282,14043
2025-04,Area_12,T149,Display,P_04,582252,164747,3.53,468700,0.8050,2047,158821.49,0.00352,77.59,272.77,19244,2786
2025-05,Area_12,T149,Display,P_05,1656108,709554,2.33,1350709,0.8156,6190,175124.25,0.00374,28.29,105.74,21754,5965
2025-06,Area_12,T149,Display,P_06,829455,264190,3.14,659201,0.7947,3143,243340.91,0.00379,77.42,293.37,26030,2710
2025-07,Area_12,T149,Display,P_07,745233,206663,3.61,494302,0.6633,807,54887.32,0.00108,68.01,73.65,3720,800
2025-08,Area_12,T149,Display,P_08,885028,253690,3.49,549991,0.6214,2849,197940.51,0.00322,69.48,223.65,25830,4105
2025-09,Area_12,T149,Display,P_09,1039095,323127,3.22,579910,0.5581,4740,106325.58,0.00456,22.43,102.33,41338,5796
2025-10,Area_12,T149,Display,P_10,232045,98283,2.36,142052,0.6122,1219,35484.15,0.00525,29.11,152.92,9745,1589
2025-11,Area_12,T149,Display,P_11,330806,159219,2.08,242896,0.7343,967,92120.04,0.00292,95.26,278.47,3765,1179
2025-12,Area_12,T149,Display,P_12,558054,357491,1.56,419169,0.7511,2193,151378.87,0.00393,69.03,271.26,12256,1813
2025-01,Area_12,T159,Display,P_01,1847619,690609,2.68,1246689,0.6748,7479,177138.23,0.00405,23.68,95.87,24965,7017
2025-02,Area_12,T159,Display,P_02,1285438,340612,3.77,1045518,0.8134,6389,250019.60,0.00497,39.13,194.50,33821,9128
2025-03,Area_12,T159,Display,P_03,1481466,820530,1.81,915450,0.6179,1088,165492.08,0.00073,152.11,111.71,7788,1118
2025-04,Area_12,T159,Display,P_04,1923645,1246875,1.54,1392508,0.7239,1536,564282.85,0.00080,367.37,293.34,9042,1766
2025-05,Area_12,T159,Display,P_05,1257745,454162,2.77,1002276,0.7969,6533,279904.08,0.00519,42.84,222.54,32132,6885
2025-06,Area_12,T159,Display,P_06,1223130,760811,1.61,693789,0.5672,6026,216159.22,0.00493,35.87,176.73,23863,7081
2025-07,Area_12,T159,Display,P_07,1237816,452858,2.73,996514,0.8051,4646,82046.95,0.00375,17.66,66.28,46332,6044
2025-08,Area_12,T159,Display,P_08,1272173,633312,2.01,838934,0.6594,5769,162221.52,0.00453,28.12,127.52,56545,7306
2025-09,Area_12,T159,Display,P_09,973243,560478,1.74,790149,0.8119,4119,148482.93,0.00423,36.05,152.57,28513,3877
2025-10,Area_12,T159,Display,P_10,380397,140536,2.71,292516,0.7690,2018,66148.71,0.00530,32.78,173.89,10480,2552
2025-11,Area_12,T159,Display,P_11,121546,35823,3.39,89716,0.7381,409,19044.75,0.00336,46.56,156.69,2810,570
2025-12,Area_12,T159,Display,P_12,1785163,1085413,1.64,1276792,0.7152,8854,509370.32,0.00496,57.53,285.34,68993,8131
2025-01,Area_8,T108,Display,P_01,480005,146368,3.28,312155,0.6503,527,81413.43,0.00110,154.48,169.61,2444,469
2025-02,Area_8,T108,Display,P_02,1959408,924773,2.12,1122610,0.5729,1603,485876.48,0.00082,303.10,247.97,9160,1395
2025-03,Area_8,T108,Display,P_03,1478363,563068,2.63,937705,0.6343,3618,326740.72,0.00245,90.31,221.02,22853,3925
2025-04,Area_8,T108,Display,P_04,1200115,775026,1.55,830393,0.6919,2714,50951.06,0.00226,18.77,42.46,10428,2276
2025-05,Area_8,T108,Display,P_05,1520983,665851,2.28,1290212,0.8483,5651,205144.09,0.00372,36.30,134.88,39713,7526
2025-06,Area_8,T108,Display,P_06,1758566,947660,1.86,1247661,0.7095,3923,376200.88,0.00223,95.90,213.92,21859,3934
2025-07,Area_8,T108,Display,P_07,1693552,620339,2.73,1306001,0.7712,6895,403859.36,0.00407,58.57,238.47,44523,5873
2025-08,Area_8,T108,Display,P_08,1139595,678889,1.68,651862,0.5720,3290,81653.02,0.00289,24.82,71.65,15662,4658
2025-09,Area_8,T108,Display,P_09,906233,328345,2.76,763331,0.8423,520,40236.71,0.00057,77.38,44.40,3535,695
2025-10,Area_8,T108,Display,P_10,1011545,659251,1.53,559056,0.5527,2195,168496.52,0.00217,76.76,166.57,15241,2880
2025-11,Area_8,T108,Display,P_11,1177575,544069,2.16,743947,0.6318,646,82880.12,0.00055,128.30,70.38,6109,535
2025-12,Area_8,T108,Display,P_12,1405832,914672,1.54,836574,0.5951,717,187467.98,0.00051,261.46,133.35,3047,586
2025-01,Area_5,T067,Display,P_01,688605,197379,3.49,441148,0.6406,2256,81267.36,0.00328,36.02,118.02,17756,2662
2025-02,Area_5,T067,Display,P_02,966762,259291,3.73,644179,0.6663,2094,181890.41,0.00217,86.86,188.14,16146,2865
2025-03,Area_5,T067,Display,P_03,1189068,368210,3.23,980568,0.8247,1922,136113.02,0.00162,70.82,114.47,7071,2661
2025-04,Area_5,T067,Display,P_04,322288,136672,2.36,252203,0.7825,969,74689.98,0.00301,77.08,231.75,7978,861
2025-05,Area_5,T067,Display,P_05,1179512,425515,2.77,856172,0.7259,4034,294323.38,0.00342,72.96,249.53,21550,5891
2025-06,Area_5,T067,Display,P_06,1167974,478917,2.44,871135,0.7459,6040,116348.67,0.00517,19.26,99.62,45694,6299
2025-07,Area_5,T067,Display,P_07,279118,77690,3.59,174931,0.6267,1440,49180.41,0.00516,34.15,176.20,12446,1510
2025-08,Area_5,T067,Display,P_08,416106,122014,3.41,286217,0.6878,1028,30482.86,0.00247,29.65,73.26,9903,1430
2025-09,Area_5,T067,Display,P_09,866939,511501,1.69,604776,0.6976,4232,82600.60,0.00488,19.52,95.28,23895,4869
2025-10,Area_5,T067,Display,P_10,1237986,580385,2.13,718834,0.5806,7364,237833.58,0.00595,32.30,192.11,31217,9870
2025-11,Area_5,T067,Display,P_11,647455,209495,3.09,399873,0.6176,1494,154523.74,0.00231,103.43,238.66,14019,2019
2025-12,Area_5,T067,Display,P_12,323570,135278,2.39,229291,0.7086,867,53081.61,0.00268,61.22,164.05,3662,878
2025-01,Area_5,T062,Display,P_01,1602698,434528,3.69,1255658,0.7835,6315,352990.19,0.00394,55.90,220.25,52906,6512
2025-02,Area_5,T062,Display,P_02,1050224,324904,3.23,712632,0.6786,3851,211733.67,0.00367,54.98,201.61,26958,3145
2025-03,Area_5,T062,Display,P_03,668170,172818,3.87,562173,0.8414,3390,59735.28,0.00507,17.62,89.40,11345,3054
2025-04,Area_5,T062,Display,P_04,1216834,345497,3.52,836563,0.6875,3641,361252.37,0.00299,99.22,296.88,31532,4262
2025-05,Area_5,T062,Display,P_05,1694427,435548,3.89,1309068,0.7726,3339,414016.16,0.00197,123.99,244.34,21672,3550
2025-06,Area_5,T062,Display,P_06,415426,116890,3.55,264535,0.6368,1622,116027.60,0.00390,71.53,279.30,6245,1524
2025-07,Area_5,T062,Display,P_07,173288,106546,1.63,128534,0.7417,659,48633.30,0.00380,73.80,280.65,2167,752
2025-08,Area_5,T062,Display,P_08,182987,56877,3.22,101839,0.5565,153,9685.92,0.00084,63.31,52.93,613,208
2025-09,Area_5,T062,Display,P_09,1050558,306003,3.43,806833,0.7680,3863,274955.59,0.00368,71.18,261.72,25423,4864
2025-10,Area_5,T062,Display,P_10,1849125,743851,2.49,1084593,0.5865,8458,407396.84,0.00457,48.17,220.32,64313,7254
2025-11,Area_5,T062,Display,P_11,1103838,278287,3.97,715435,0.6481,4471,305661.15,0.00405,68.37,276.91,25036,5003
2025-12,Area_5,T062,Display,P_12,1441197,445751,3.23,1221114,0.8473,3652,177101.18,0.00253,48.49,122.88,12761,5323
2025-01,Area_9,T118,Display,P_01,393088,114375,3.44,286961,0.7300,596,19239.14,0.00152,32.28,48.94,2287,715
2025-02,Area_9,T118,Display,P_02,1341195,647356,2.07,1019940,0.7605,4326,359534.04,0.00323,83.11,268.07,16543,3512
2025-03,Area_9,T118,Display,P_03,852383,556512,1.53,600338,0.7043,1102,45302.41,0.00129,41.11,53.15,5607,989
2025-04,Area_9,T118,Display,P_04,138797,84403,1.64,104284,0.7513,326,30585.23,0.00235,93.82,220.36,2681,296
2025-05,Area_9,T118,Display,P_05,1213418,672380,1.80,761264,0.6274,4648,213005.19,0.00383,45.83,175.54,36842,4509
2025-06,Area_9,T118,Display,P_06,143918,92772,1.55,80849,0.5618,402,34521.85,0.00279,85.88,239.87,3335,497
2025-07,Area_9,T118,Display,P_07,558319,190786,2.93,430589,0.7712,555,63739.15,0.00099,114.85,114.16,2443,591
2025-08,Area_9,T118,Display,P_08,1678364,1063385,1.58,1085042,0.6465,8980,243906.27,0.00535,27.16,145.32,60825,11188
2025-09,Area_9,T118,Display,P_09,694996,448880,1.55,517820,0.7451,1458,147056.31,0.00210,100.86,211.59,8593,1482
2025-10,Area_9,T118,Display,P_10,1945553,923758,2.11,1485771,0.7637,7675,472458.59,0.00394,61.56,242.84,57904,9813
2025-11,Area_9,T118,Display,P_11,1044709,271648,3.85,810576,0.7759,1864,256935.66,0.00178,137.84,245.94,12969,2067
2025-12,Area_9,T118,Display,P_12,1846876,750393,2.46,1344559,0.7280,8815,458263.46,0.00477,51.99,248.13,74560,8118
2025-01,Area_15,T193,Display,P_01,1440216,495170,2.91,1088864,0.7560,1352,134419.65,0.00094,99.42,93.33,7398,1486
2025-02,Area_15,T193,Display,P_02,1464050,423428,3.46,906656,0.6193,6792,180961.82,0.00464,26.64,123.60,20402,6242
2025-03,Area_15,T193,Display,P_03,764287,244577,3.12,537545,0.7033,1726,158240.54,0.00226,91.68,207.04,10288,2456
2025-04,Area_15,T193,Display,P_04,1588284,757059,2.10,1029636,0.6483,5357,296438.25,0.00337,55.34,186.64,18926,5914
2025-05,Area_15,T193,Display,P_05,1505699,472644,3.19,833673,0.5537,2177,450356.02,0.00145,206.87,299.10,20860,1834
2025-06,Area_15,T193,Display,P_06,1373941,408772,3.36,956552,0.6962,6587,390852.58,0.00479,59.34,284.48,36730,8844
2025-07,Area_15,T193,Display,P_07,1408435,359165,3.92,819813,0.5821,8264,386749.80,0.00587,46.80,274.60,62548,12071
2025-08,Area_15,T193,Display,P_08,1069481,328505,3.26,807356,0.7549,1964,170622.49,0.00184,86.87,159.54,16119,1720
2025-09,Area_15,T193,Display,P_09,1762550,904260,1.95,1130588,0.6415,5512,445811.44,0.00313,80.88,252.94,33596,6688
2025-10,Area_15,T193,Display,P_10,1211471,315589,3.84,849542,0.7012,7095,291832.87,0.00586,41.13,240.89,46361,7119
2025-11,Area_15,T193,Display,P_11,700692,211171,3.32,551810,0.7875,2998,178056.66,0.00428,59.39,254.12,18549,2433
2025-12,Area_15,T193,Display,P_12,332515,136302,2.44,246022,0.7399,1295,58914.82,0.00389,45.49,177.18,10821,1934
2025-01,Area_1,T003,Display,P_01,1382838,404601,3.42,1023309,0.7400,4606,364599.91,0.00333,79.16,263.66,17739,5508
2025-02,Area_1,T003,Display,P_02,184814,57328,3.22,123264,0.6670,695,52129.66,0.00376,75.01,282.07,2929,948
2025-03,Area_1,T003,Display,P_03,1824076,684723,2.66,1525123,0.8361,2049,455053.01,0.00112,222.09,249.47,6448,2370
2025-04,Area_1,T003,Display,P_04,1074166,435218,2.47,689125,0.6415,2598,201698.52,0.00242,77.64,187.77,9008,3077
2025-05,Area_1,T003,Display,P_05,1393189,453061,3.08,935148,0.6712,7578,356904.22,0.00544,47.10,256.18,72475,8616
2025-06,Area_1,T003,Display,P_06,1373410,401828,3.42,837830,0.6100,7095,120710.34,0.00517,17.01,87.89,65081,7885
2025-07,Area_1,T003,Display,P_07,1251824,394476,3.17,791463,0.6322,1821,127122.11,0.00145,69.81,101.55,8600,1790
2025-08,Area_1,T003,Display,P_08,574677,165603,3.47,482583,0.8397,3065,66587.65,0.00533,21.73,115.87,16685,3264
2025-09,Area_1,T003,Display,P_09,1586639,543760,2.92,1149508,0.7245,8525,78882.75,0.00537,9.25,49.72,39602,9291
2025-10,Area_1,T003,Display,P_10,1309298,364028,3.60,752930,0.5751,5252,156083.99,0.00401,29.72,119.21,46686,5607
2025-11,Area_1,T003,Display,P_11,237765,63646,3.74,195786,0.8234,153,8987.41,0.00064,58.74,37.80,837,225
2025-12,Area_1,T003,Display,P_12,792331,305348,2.59,549997,0.6942,2747,202279.79,0.00347,73.64,255.30,13609,3553
2025-01,Area_12,T160,Display,P_01,405768,125222,3.24,295662,0.7287,594,78882.07,0.00146,132.80,194.40,5262,762
2025-02,Area_12,T160,Display,P_02,389465,214623,1.81,314264,0.8069,660,105563.05,0.00169,159.94,271.05,6548,813
2025-03,Area_12,T160,Display,P_03,515382,251984,2.05,397821,0.7719,2382,129984.64,0.00462,54.57,252.21,10836,2362
2025-04,Area_12,T160,Display,P_04,1763154,794319,2.22,1351449,0.7665,3025,525268.37,0.00172,173.64,297.91,23572,2923
2025-05,Area_12,T160,Display,P_05,972706,612771,1.59,558919,0.5746,5043,206395.07,0.00518,40.93,212.19,16010,5377
2025-06,Area_12,T160,Display,P_06,1790289,655176,2.73,1506346,0.8414,4105,532080.57,0.00229,129.62,297.20,36582,5463
2025-07,Area_12,T160,Display,P_07,475881,148353,3.21,389787,0.8191,1107,99302.02,0.00233,89.70,208.67,3622,1226
2025-08,Area_12,T160,Display,P_08,369422,93595,3.95,212893,0.5763,2202,57556.73,0.00596,26.14,155.80,9156,2648
2025-09,Area_12,T160,Display,P_09,1087482,548187,1.98,751357,0.6909,2089,257649.37,0.00192,123.34,236.92,20074,3074
2025-10,Area_12,T160,Display,P_10,1035078,431896,2.40,794009,0.7671,2903,86824.68,0.00280,29.91,83.88,9823,3073
2025-11,Area_12,T160,Display,P_11,1294854,402750,3.22,806118,0.6226,2376,249760.65,0.00183,105.12,192.89,14374,2604
2025-12,Area_12,T160,Display,P_12,1609060,1028474,1.56,1278676,0.7947,4504,135693.01,0.00280,30.13,84.33,36287,3920
2025-01,Area_3,T034,Display,P_01,397406,238449,1.67,314356,0.7910,1431,63680.58,0.00360,44.50,160.24,9314,1855
2025-02,Area_3,T034,Display,P_02,918385,426946,2.15,605056,0.6588,5360,45341.43,0.00584,8.46,49.37,28928,5083
2025-03,Area_3,T034,Display,P_03,1139506,716514,1.59,866396,0.7603,6062,289746.30,0.00532,47.80,254.27,30603,6792
2025-04,Area_3,T034,Display,P_04,455686,139617,3.26,368288,0.8082,2318,134381.68,0.00509,57.97,294.90,20717,1942
2025-05,Area_3,T034,Display,P_05,537305,299942,1.79,427718,0.7960,1075,103161.57,0.00200,95.96,192.00,9996,1242
2025-06,Area_3,T034,Display,P_06,1538493,401767,3.83,1191257,0.7743,2687,165856.87,0.00175,61.73,107.80,24547,3987
2025-07,Area_3,T034,Display,P_07,368248,137425,2.68,296883,0.8062,1045,58468.95,0.00284,55.95,158.78,6855,1363
2025-08,Area_3,T034,Display,P_08,1417122,789098,1.80,1190162,0.8398,7148,306644.41,0.00504,42.90,216.39,48650,6275
2025-09,Area_3,T034,Display,P_09,1699410,830269,2.05,1055265,0.6210,1480,63488.92,0.00087,42.90,37.36,8891,1671
2025-10,Area_3,T034,Display,P_10,1738998,772094,2.25,1229161,0.7068,6380,354257.30,0.00367,55.53,203.71,25104,5958
2025-11,Area_3,T034,Display,P_11,986247,262498,3.76,702881,0.7127,2045,34490.03,0.00207,16.87,34.97,13080,1911
2025-12,Area_3,T034,Display,P_12,832208,485167,1.72,500151,0.6010,973,71162.14,0.00117,73.14,85.51,8988,1034
2025-01,Area_7,T095,Display,P_01,132369,51641,2.56,84690,0.6398,648,7311.03,0.00490,11.28,55.23,2207,778
2025-02,Area_7,T095,Display,P_02,576067,235871,2.44,470765,0.8172,840,107656.55,0.00146,128.16,186.88,5166,1040
2025-03,Area_7,T095,Display,P_03,234829,103343,2.27,192832,0.8212,1273,26701.43,0.00542,20.98,113.71,7489,1260
2025-04,Area_7,T095,Display,P_04,975219,504328,1.93,767731,0.7872,3903,180284.75,0.00400,46.19,184.87,30608,3433
2025-05,Area_7,T095,Display,P_05,1635814,494524,3.31,934926,0.5715,7923,133506.94,0.00484,16.85,81.61,61129,7998
2025-06,Area_7,T095,Display,P_06,1381963,531202,2.60,922007,0.6672,6814,141111.51,0.00493,20.71,102.11,29140,6130
2025-07,Area_7,T095,Display,P_07,842563,265769,3.17,607639,0.7212,4719,63820.10,0.00560,13.52,75.75,23694,5111
2025-08,Area_7,T095,Display,P_08,1049534,373344,2.81,656726,0.6257,5323,198835.97,0.00507,37.35,189.45,18359,7752
2025-09,Area_7,T095,Display,P_09,1325586,415154,3.19,936420,0.7064,5687,213247.78,0.00429,37.50,160.87,56591,6782
2025-10,Area_7,T095,Display,P_10,407359,192045,2.12,296113,0.7269,2186,95119.93,0.00537,43.51,233.50,15075,2186
2025-11,Area_7,T095,Display,P_11,497197,180643,2.75,374046,0.7523,2813,113123.12,0.00566,40.21,227.52,13400,3824
2025-12,Area_7,T095,Display,P_12,629242,283049,2.22,489307,0.7776,1237,161269.48,0.00197,130.37,256.29,9361,1623
2025-01,Area_3,T041,Display,P_01,657121,210857,3.12,534470,0.8134,2291,77276.48,0.00349,33.73,117.60,6931,3392
2025-02,Area_3,T041,Display,P_02,647858,246483,2.63,533484,0.8235,2242,169645.83,0.00346,75.67,261.86,16098,3088
2025-03,Area_3,T041,Display,P_03,461360,120381,3.83,320422,0.6945,570,82789.24,0.00124,145.24,179.45,2402,488
2025-04,Area_3,T041,Display,P_04,199868,56394,3.54,148239,0.7417,544,42829.03,0.00272,78.73,214.29,2051,693
2025-05,Area_3,T041,Display,P_05,271226,113872,2.38,202736,0.7475,702,15700.08,0.00259,22.36,57.89,4670,1032
2025-06,Area_3,T041,Display,P_06,1613443,670834,2.41,1249849,0.7746,6381,159986.21,0.00395,25.07,99.16,27103,9338
2025-07,Area_3,T041,Display,P_07,1842940,712338,2.59,1487618,0.8072,3040,330087.15,0.00165,108.58,179.11,27343,2647
2025-08,Area_3,T041,Display,P_08,749703,415578,1.80,466667,0.6225,2713,216965.11,0.00362,79.97,289.40,16266,3561
