MONTH,AREA,TERRITORY,SOURCE,SESSIONS,ENGAGED_SESSIONS,PAGEVIEWS,EVENT_CLICKS,EVENT_FORM_SUBMIT,EVENT_DOWNLOADS,EVENT_REGISTRATIONS,SCROLL_25,SCROLL_50,SCROLL_75,SCROLL_100
2025-12,Area_13,T170,Paid Search,36596,26604,140858,3745,748,704,967,28811,23639,18872,9898
2025-12,Area_13,T170,Organic Search,13182,10081,49704,1483,253,419,283,10438,8720,7236,4675
2025-12,Area_13,T170,Direct,20187,15711,46032,3861,638,739,360,16017,13325,8422,5328
2025-12,Area_13,T170,Referral,22372,16515,53432,2038,636,526,626,16616,14805,11773,6113
2025-12,Area_13,T170,Display,33729,16260,145105,4833,1460,390,182,26976,22310,13639,8848
2025-01,Area_3,T035,Paid Search,32273,24914,71068,2400,764,1091,381,21371,16718,14104,10375
2025-01,Area_3,T035,Organic Search,33764,17614,92486,2305,1659,845,921,26632,18853,12986,9058
2025-01,Area_3,T035,Direct,22107,12937,58391,2893,649,816,508,15324,12198,7563,4060
2025-01,Area_3,T035,Referral,7299,4554,20462,974,154,158,179,4593,3856,3098,2141
2025-01,Area_3,T035,Display,28855,22014,116986,2328,1249,593,566,24505,19687,15197,10682
2025-02,Area_3,T035,Paid Search,37846,19304,145158,1909,427,491,541,29933,22161,18017,13047
2025-02,Area_3,T035,Organic Search,36625,28019,57541,6804,1331,511,676,30709,27400,19693,14243
2025-02,Area_3,T035,Direct,20924,16532,53395,1509,532,218,218,15719,13200,10895,7166
2025-02,Area_3,T035,Referral,8534,5205,16336,751,143,129,159,6084,4807,4057,2938
2025-02,Area_3,T035,Display,25199,18493,71082,4418,911,898,319,22136,17959,14543,10304
2025-03,Area_3,T035,Paid Search,11234,5677,28893,1926,446,409,269,9268,7335,6227,4712
2025-03,Area_3,T035,Organic Search,18185,14016,30650,1904,196,619,184,14028,10825,8464,4770
2025-03,Area_3,T035,Direct,35062,25530,127245,3224,863,759,648,30159,27013,17981,10519
2025-03,Area_3,T035,Referral,27652,16611,84500,1740,941,1041,288,17908,15996,10777,7683
2025-03,Area_3,T035,Display,31041,20351,116235,2474,825,730,602,23942,16921,11537,7431
2025-04,Area_3,T035,Paid Search,27677,13969,95475,5183,1097,730,697,23919,21286,17795,11947
2025-04,Area_3,T035,Organic Search,13984,8306,26601,1852,170,325,85,10183,7588,5984,3722
2025-04,Area_3,T035,Direct,12822,8116,46278,1694,480,414,358,8685,6104,5035,3488
2025-04,Area_3,T035,Referral,17812,13920,54492,2087,724,289,123,11661,8431,6863,3545
2025-04,Area_3,T035,Display,6435,4411,19306,792,94,69,166,4087,3530,2963,2020
2025-05,Area_3,T035,Paid Search,6821,3434,20590,1339,141,104,163,5966,5014,3081,2224
2025-05,Area_3,T035,Organic Search,25523,18535,60012,3408,1038,481,157,17372,14575,11897,5983
2025-05,Area_3,T035,Direct,8769,4740,32431,615,233,214,72,6041,4511,2795,1659
2025-05,Area_3,T035,Referral,6999,4110,15761,1297,149,193,60,4212,3064,2602,1487
2025-05,Area_3,T035,Display,12120,5814,51756,1914,418,271,99,10774,7867,6165,4712
2025-06,Area_3,T035,Paid Search,27117,21344,45397,2323,405,705,422,23728,17186,11310,6228
2025-06,Area_3,T035,Organic Search,30614,18819,108653,3671,693,1036,660,18754,13464,9975,5539
2025-06,Area_3,T035,Direct,23997,15397,97519,3474,832,935,446,19921,15236,12740,9167
2025-06,Area_3,T035,Referral,5219,2975,8156,345,222,183,156,3668,2841,2159,1392
2025-06,Area_3,T035,Display,36030,28197,132454,3954,952,978,1024,25302,18898,12178,8253
2025-07,Area_3,T035,Paid Search,16115,9091,49554,2236,164,568,395,11551,8778,5851,3557
2025-07,Area_3,T035,Organic Search,26917,14176,86634,5060,1008,865,150,17576,13918,8590,5501
2025-07,Area_3,T035,Direct,20505,10841,50158,2134,269,512,499,15061,11586,7881,4482
2025-07,Area_3,T035,Referral,20184,12398,61528,1331,753,369,314,16593,14611,10276,7722
2025-07,Area_3,T035,Display,39036,30934,65927,6974,1490,803,909,26688,23892,15240,11118
2025-08,Area_3,T035,Paid Search,31605,17459,58551,5010,449,320,534,25508,19206,12032,8412
2025-08,Area_3,T035,Organic Search,8406,6086,22673,1454,392,188,125,6919,5583,4636,3332
2025-08,Area_3,T035,Direct,38399,19312,112068,4061,702,456,204,23653,18347,12013,6266
2025-08,Area_3,T035,Referral,22664,14226,96911,4176,1041,574,208,15493,13344,11178,7981
2025-08,Area_3,T035,Display,36429,21025,90486,1987,1230,711,1013,28278,21465,17750,9880
2025-09,Area_3,T035,Paid Search,24514,15749,66750,1272,529,699,550,17366,14970,9039,5736
2025-09,Area_3,T035,Organic Search,4935,3539,10616,345,111,179,31,3666,2700,1832,1449
2025-09,Area_3,T035,Direct,8629,6494,36307,1333,98,196,160,7423,6305,4597,2774
2025-09,Area_3,T035,Referral,19653,12613,77790,2967,680,528,557,14278,10377,8606,5274
2025-09,Area_3,T035,Display,26300,12250,40983,2105,1150,505,314,21567,17730,10770,5888
2025-10,Area_3,T035,Paid Search,33249,17138,139187,3247,945,355,983,28877,23740,15087,11434
2025-10,Area_3,T035,Organic Search,18668,12488,82371,1931,242,380,522,14177,11534,9148,5232
2025-10,Area_3,T035,Direct,30387,15618,72497,4219,1516,553,728,25456,20953,14740,8804
2025-10,Area_3,T035,Referral,20111,13106,86242,2023,978,586,433,17889,15055,12245,6237
2025-10,Area_3,T035,Display,15788,9190,25468,960,295,189,363,11809,9464,6621,4220
2025-11,Area_3,T035,Paid Search,13904,8699,23717,2067,515,371,324,10479,8493,5790,3902
2025-11,Area_3,T035,Organic Search,22514,17806,47892,2081,780,256,598,18878,14362,11857,8386
2025-11,Area_3,T035,Direct,15465,9940,49183,1188,693,504,190,11493,9226,5591,4282
2025-11,Area_3,T035,Referral,29730,21927,99778,4129,450,798,721,26291,20862,16053,11421
2025-11,Area_3,T035,Display,15890,12025,58404,2604,723,204,156,11551,9768,6327,3718
2025-12,Area_3,T035,Paid Search,14142,8440,43240,1541,660,287,202,10037,8213,6935,3878
2025-12,Area_3,T035,Organic Search,18673,12160,79356,3482,209,428,342,12074,9417,6778,4451
2025-12,Area_3,T035,Direct,29173,17334,63649,2212,339,1110,282,19358,16339,10790,5469
2025-12,Area_3,T035,Referral,31064,14255,125809,5113,1010,1200,684,19765,17205,10489,7236
2025-12,Area_3,T035,Display,37237,20804,122762,3983,892,532,887,26330,19423,13291,8699
2025-01,Area_3,T030,Paid Search,24782,17468,42508,2785,844,370,287,22060,19382,12357,7719
2025-01,Area_3,T030,Organic Search,39841,27844,121200,4375,474,1574,1010,24784,18714,15644,8517
2025-01,Area_3,T030,Direct,5243,2963,17110,820,109,118,119,4548,3697,2304,1725
2025-01,Area_3,T030,Referral,37903,24249,108711,4134,962,1198,921,26066,23368,17293,11255
2025-01,Area_3,T030,Display,7797,5651,14772,621,176,82,187,5830,5045,3074,2417
2025-02,Area_3,T030,Paid Search,4611,2945,14405,470,57,77,123,3587,3142,2020,1548
2025-02,Area_3,T030,Organic Search,2381,1496,10435,406,25,91,47,1641,1387,1050,726
2025-02,Area_3,T030,Direct,3605,1938,15256,658,110,50,36,2547,2129,1593,1019
2025-02,Area_3,T030,Referral,12203,8902,35134,1454,529,432,227,7905,6966,5806,4363
2025-02,Area_3,T030,Display,27962,16482,117734,5383,303,489,464,23096,19641,16555,9938
2025-03,Area_3,T030,Paid Search,14476,9269,25989,1042,441,228,425,9955,8432,5756,4552
2025-03,Area_3,T030,Organic Search,13143,10134,51643,1359,597,152,323,10905,9013,7411,4502
2025-03,Area_3,T030,Direct,20351,13997,65198,3442,769,349,227,12460,10507,6519,5076
2025-03,Area_3,T030,Referral,22226,13435,39398,3183,793,395,405,13886,10979,7040,5096
2025-03,Area_3,T030,Display,7959,6319,24929,756,375,148,237,7071,5021,3383,1779
2025-04,Area_3,T030,Paid Search,26306,19203,93974,4843,518,464,532,23165,18955,13745,9424
2025-04,Area_3,T030,Organic Search,25013,14586,101227,2712,1143,569,422,16266,12736,8278,6397
2025-04,Area_3,T030,Direct,28980,13957,94659,5162,576,692,384,20845,16116,12364,7610
2025-04,Area_3,T030,Referral,4536,3195,18759,674,191,100,121,3265,2541,1959,1010
2025-04,Area_3,T030,Display,7456,4018,22184,1219,343,200,174,4666,4120,3252,1949
2025-05,Area_3,T030,Paid Search,19937,13166,84806,3666,207,424,259,12688,9653,6804,5038
2025-05,Area_3,T030,Organic Search,27950,20290,77784,4015,1088,934,593,17632,12724,8681,5681
2025-05,Area_3,T030,Direct,9637,7177,35132,1784,442,172,190,8152,6700,4430,2222
2025-05,Area_3,T030,Referral,21913,11978,90091,2951,1039,833,481,18570,15006,11912,9308
2025-05,Area_3,T030,Display,32951,21302,110667,1833,1588,699,508,25976,18581,12073,9120
2025-06,Area_3,T030,Paid Search,34574,18934,124178,4544,639,576,254,30020,22610,17573,11927
2025-06,Area_3,T030,Organic Search,8277,4413,25127,876,310,87,173,7234,5589,4476,2550
2025-06,Area_3,T030,Direct,8352,3867,26818,1010,121,115,49,7345,6384,4477,3173
2025-06,Area_3,T030,Referral,5322,3678,14187,662,118,200,76,4548,3429,2850,2277
2025-06,Area_3,T030,Display,21266,14897,56770,3317,643,848,628,15448,13790,8834,5382
2025-07,Area_3,T030,Paid Search,29237,22148,67659,2055,680,830,560,21336,18140,11338,6982
2025-07,Area_3,T030,Organic Search,5400,2576,17653,519,97,124,54,3502,3012,1925,1377
2025-07,Area_3,T030,Direct,39083,23108,160442,3392,1153,1426,537,27950,19711,13774,9503
2025-07,Area_3,T030,Referral,8300,4682,20370,1065,187,302,164,6697,5905,4256,2192
2025-07,Area_3,T030,Display,11652,6403,50744,2171,550,215,106,9638,8190,5608,2901
2025-08,Area_3,T030,Paid Search,22296,11195,88285,3719,634,456,638,19007,16398,13678,7768
2025-08,Area_3,T030,Organic Search,14338,7390,48490,1743,605,378,208,9530,6964,5891,3169
2025-08,Area_3,T030,Direct,24264,14136,45557,2906,829,260,702,21327,19026,13767,10140
2025-08,Area_3,T030,Referral,14280,10978,38259,2618,414,282,267,11069,8593,7182,3744
2025-08,Area_3,T030,Display,35794,16594,111903,3028,1442,484,893,30825,25207,19123,14997
2025-09,Area_3,T030,Paid Search,4512,3544,12890,444,190,157,111,3918,3117,2578,1786
2025-09,Area_3,T030,Organic Search,39940,25979,107911,3546,1416,1361,382,34860,27251,20251,14503
2025-09,Area_3,T030,Direct,13595,9416,47845,944,245,205,79,10166,7537,4561,3601
2025-09,Area_3,T030,Referral,5781,4510,13850,929,126,229,87,4037,3082,2189,1493
2025-09,Area_3,T030,Display,15440,9315,48166,2701,487,603,142,12896,10585,8302,4626
2025-10,Area_3,T030,Paid Search,22758,11209,69870,2307,760,511,310,16035,12494,8763,4712
2025-10,Area_3,T030,Organic Search,19126,11646,71199,1050,410,659,487,16739,12203,8889,6042
2025-10,Area_3,T030,Direct,16452,11054,28899,3044,291,252,346,11905,9914,6910,4737
2025-10,Area_3,T030,Referral,38759,26139,150444,4428,1426,867,390,27627,24726,17924,12181
2025-10,Area_3,T030,Display,23733,12284,97556,1229,249,706,344,17515,14094,9393,7314
2025-11,Area_3,T030,Paid Search,10396,7745,31887,1800,492,309,119,8138,6406,5247,2894
2025-11,Area_3,T030,Organic Search,38515,22119,58129,6351,1002,1070,587,29400,25899,21556,13813
2025-11,Area_3,T030,Direct,23640,12820,88923,2354,259,280,516,16686,14962,11041,7178
2025-11,Area_3,T030,Referral,30241,17199,56716,1977,372,907,153,24490,20848,17311,10173
2025-11,Area_3,T030,Display,4914,3313,16103,624,76,135,137,4202,3558,2756,2160
2025-12,Area_3,T030,Paid Search,5827,4552,13785,956,240,102,169,4011,2864,1743,1372
2025-12,Area_3,T030,Organic Search,9674,6291,23631,484,313,215,273,6032,5102,4182,2690
2025-12,Area_3,T030,Direct,15095,7731,42628,2909,612,202,143,11946,8884,7047,5259
2025-12,Area_3,T030,Referral,13539,6698,49317,2428,248,442,276,10308,7363,5136,3264
2025-12,Area_3,T030,Display,32041,17480,92116,4106,927,506,626,25847,20614,16112,12332
2025-01,Area_5,T070,Paid Search,31940,16361,136088,4732,922,524,636,28265,24259,18859,11966
2025-01,Area_5,T070,Organic Search,24092,16216,77256,4341,801,952,437,19691,17467,14662,10618
2025-01,Area_5,T070,Direct,36726,27815,141972,3039,1516,954,383,30559,21484,17797,9506
2025-01,Area_5,T070,Referral,3303,2185,7868,198,81,76,26,2956,2620,1934,1476
2025-01,Area_5,T070,Display,5712,2748,9542,965,283,114,60,3857,2824,1931,1220
2025-02,Area_5,T070,Paid Search,23661,16509,55179,2561,684,900,230,17757,14009,9186,6530
2025-02,Area_5,T070,Organic Search,4641,2742,14513,308,104,65,120,2983,2426,1909,1255
2025-02,Area_5,T070,Direct,9631,6028,16690,1113,454,226,112,6116,4360,2676,1870
2025-02,Area_5,T070,Referral,33129,16832,113477,3970,1113,1004,219,25438,19476,15813,10033
2025-02,Area_5,T070,Display,11720,5982,17707,911,191,345,151,9993,8653,5749,3646
2025-03,Area_5,T070,Paid Search,16906,12435,68264,2288,366,299,264,10739,8270,5164,3346
2025-03,Area_5,T070,Organic Search,25810,12908,69742,3214,616,385,711,18167,15535,10397,7712
2025-03,Area_5,T070,Direct,10839,5413,18720,901,504,165,269,8776,6611,4682,3568
2025-03,Area_5,T070,Referral,35971,26099,145352,5554,486,1236,797,24074,21059,14155,10889
2025-03,Area_5,T070,Display,34063,19015,55973,4156,1404,943,1007,22782,20190,16872,13138
2025-04,Area_5,T070,Paid Search,13810,9359,33972,2679,511,463,349,9899,7599,4678,3363
2025-04,Area_5,T070,Organic Search,9130,5798,34896,726,300,111,92,6872,6121,4379,2837
2025-04,Area_5,T070,Direct,16938,10713,27602,3039,191,640,425,13593,10062,8143,4295
2025-04,Area_5,T070,Referral,35615,17712,123436,4310,1047,1190,347,31702,25553,16127,11406
2025-04,Area_5,T070,Display,8370,4621,33972,929,338,233,236,5782,4479,2846,2191
2025-05,Area_5,T070,Paid Search,2777,1464,6807,220,70,67,61,2225,1623,1337,870
2025-05,Area_5,T070,Organic Search,7602,3965,33138,496,142,257,67,6556,5113,3562,2388
2025-05,Area_5,T070,Direct,20632,11736,56407,1149,236,392,367,12978,9214,7221,4114
2025-05,Area_5,T070,Referral,34256,24147,60468,2840,853,858,971,26852,24002,18688,14747
2025-05,Area_5,T070,Display,29775,15976,87488,2583,657,1063,586,24416,17256,10362,6046
2025-06,Area_5,T070,Paid Search,8860,4838,21773,782,192,128,210,7801,5669,3542,2025
2025-06,Area_5,T070,Organic Search,2696,1667,7145,457,77,107,26,2007,1746,1466,764
2025-06,Area_5,T070,Direct,26195,16331,67745,2014,1159,670,263,22485,17691,13829,9730
2025-06,Area_5,T070,Referral,16656,10909,64124,1518,347,484,344,14730,11377,7219,5735
2025-06,Area_5,T070,Display,26010,20254,71209,2966,490,893,161,22968,16419,10473,8304
2025-07,Area_5,T070,Paid Search,35101,18011,132905,4821,943,406,282,24925,20775,14167,9347
2025-07,Area_5,T070,Organic Search,18974,9941,80502,1368,704,515,269,14144,11183,8205,4263
2025-07,Area_5,T070,Direct,22900,16536,94994,2688,885,280,258,19095,16470,9959,5441
2025-07,Area_5,T070,Referral,27140,14876,84637,3275,1314,799,612,18623,13810,11386,6292
2025-07,Area_5,T070,Display,30012,14585,80025,3626,1025,1133,413,24160,18158,13902,6969
2025-08,Area_5,T070,Paid Search,30648,14393,122983,1753,802,1164,718,22496,16467,10951,8274
2025-08,Area_5,T070,Organic Search,11956,7727,29750,2188,442,142,247,9412,7945,5142,2834
2025-08,Area_5,T070,Direct,31154,24213,66343,2166,608,746,500,21237,17742,12718,8760
2025-08,Area_5,T070,Referral,37508,23233,90343,2043,531,491,531,26603,23906,19775,10144
2025-08,Area_5,T070,Display,30282,15025,100505,4940,352,476,806,25950,18528,12658,9310
2025-09,Area_5,T070,Paid Search,16173,12467,31371,2065,168,550,465,10554,7405,4469,2750
2025-09,Area_5,T070,Organic Search,10728,6605,17399,1360,307,149,210,7398,5478,3321,1812
2025-09,Area_5,T070,Direct,33557,19908,126407,4417,1170,396,416,25646,22536,15943,9110
2025-09,Area_5,T070,Referral,7733,4369,14824,906,321,212,143,6310,4656,3213,1609
2025-09,Area_5,T070,Display,7424,5856,22838,795,123,173,167,6477,5610,4311,3336
2025-10,Area_5,T070,Paid Search,25482,16680,98049,2529,1173,697,249,17251,14639,9386,6088
2025-10,Area_5,T070,Organic Search,22139,9968,40821,3564,964,875,588,19638,14968,11085,6679
2025-10,Area_5,T070,Direct,30964,18321,47570,2618,1480,605,488,23544,20847,13499,8928
2025-10,Area_5,T070,Referral,37303,29018,83886,3912,1621,849,702,27537,21679,16634,8821
2025-10,Area_5,T070,Display,39868,22228,112829,2219,1297,1376,683,33718,28648,23854,17308
2025-11,Area_5,T070,Paid Search,12875,9128,53154,1270,453,422,130,8042,6103,5155,3077
2025-11,Area_5,T070,Organic Search,3980,2953,16984,303,189,112,103,2684,2257,1732,1275
2025-11,Area_5,T070,Direct,27216,15786,81817,1770,745,914,425,18299,13887,10828,5514
2025-11,Area_5,T070,Referral,2582,1853,10052,219,112,37,75,1741,1247,919,561
2025-11,Area_5,T070,Display,28325,20324,118267,2403,479,1029,171,24989,20497,15085,7858
2025-12,Area_5,T070,Paid Search,19814,11615,51513,2079,584,256,259,14955,10884,7379,4226
2025-12,Area_5,T070,Organic Search,21795,16697,59354,3194,764,552,303,19337,15429,11218,8001
2025-12,Area_5,T070,Direct,36929,16690,88956,3022,1653,1238,1015,27282,23466,18802,9717
2025-12,Area_5,T070,Referral,10411,6058,29589,2062,389,289,153,8287,6246,4501,2734
2025-12,Area_5,T070,Display,3812,2014,12271,301,51,134,68,2947,2249,1493,796
2025-01,Area_4,T053,Paid Search,29360,17789,96982,5259,303,652,278,22305,17075,12569,9050
2025-01,Area_4,T053,Organic Search,4111,2474,7004,475,71,94,121,3422,2419,1551,1071
2025-01,Area_4,T053,Direct,31369,16194,79963,2288,1393,313,463,25100,20403,15392,11869
2025-01,Area_4,T053,Referral,23349,18174,97385,4155,452,286,445,17527,13154,10200,7961
2025-01,Area_4,T053,Display,27562,21367,112873,1493,999,1032,385,20877,17915,14327,7901
2025-02,Area_4,T053,Paid Search,16906,8226,41182,3096,435,588,426,12481,10456,6830,4308
2025-02,Area_4,T053,Organic Search,28132,20052,116007,4249,732,408,689,19807,15731,10547,7323
2025-02,Area_4,T053,Direct,35273,20461,58405,5481,597,475,362,22101,18169,14324,11100
2025-02,Area_4,T053,Referral,32437,24934,131057,5281,1185,1254,890,21769,15383,12261,8980
2025-02,Area_4,T053,Display,29724,13905,60770,5149,733,1107,176,22292,18957,13744,6874
2025-03,Area_4,T053,Paid Search,17103,7741,51143,1851,851,611,411,14876,13002,8089,5597
2025-03,Area_4,T053,Organic Search,33666,26278,108321,2487,1059,1235,427,27224,23743,17810,9475
2025-03,Area_4,T053,Direct,35409,21085,115742,2932,1422,373,271,26116,19863,14944,9381
2025-03,Area_4,T053,Referral,16445,10238,65278,1199,458,427,279,10515,8180,5172,3417
2025-03,Area_4,T053,Display,5006,3892,12275,610,78,67,109,3193,2370,1935,1000
2025-04,Area_4,T053,Paid Search,17114,9136,75764,2632,554,510,148,11261,8052,5016,3672
2025-04,Area_4,T053,Organic Search,37761,21802,69973,7082,1565,530,745,25051,20884,15300,10630
2025-04,Area_4,T053,Direct,38753,29997,168663,4029,1669,425,803,28815,20551,16803,8690
2025-04,Area_4,T053,Referral,11560,9146,48892,648,437,300,209,8082,7105,4476,2673
2025-04,Area_4,T053,Display,38890,28114,62601,3509,1200,1173,825,24390,17470,14803,7845
2025-05,Area_4,T053,Paid Search,3765,2402,6567,461,142,104,42,2969,2602,2095,1352
2025-05,Area_4,T053,Organic Search,17594,12499,71963,1116,513,239,131,10949,9511,6551,3443
2025-05,Area_4,T053,Direct,11183,6292,20401,626,473,437,280,7306,6530,4628,3445
2025-05,Area_4,T053,Referral,25789,15038,82960,2366,1212,855,332,22206,19139,13824,7198
2025-05,Area_4,T053,Display,21911,11983,90896,1198,580,244,333,16627,12215,8966,5923
2025-06,Area_4,T053,Paid Search,25710,14054,60676,2872,1127,1020,744,16417,12299,10299,6228
2025-06,Area_4,T053,Organic Search,11470,5839,24957,1807,143,138,166,7028,5717,3941,2902
2025-06,Area_4,T053,Direct,23141,14366,49139,4075,659,353,359,17917,15927,12766,9840
2025-06,Area_4,T053,Referral,15900,8867,37623,2167,390,565,262,14149,12557,10067,7738
2025-06,Area_4,T053,Display,7712,4187,18643,800,203,141,218,5603,4135,3300,2482
2025-07,Area_4,T053,Paid Search,9923,6903,18768,1166,375,149,139,8736,6325,4880,3658
2025-07,Area_4,T053,Organic Search,12536,9193,26742,1417,483,400,345,7840,5910,4985,2727
2025-07,Area_4,T053,Direct,9923,7259,17024,1741,383,327,207,8571,7404,6110,3617
2025-07,Area_4,T053,Referral,31625,17959,127261,2964,638,633,179,23901,20156,14548,11606
2025-07,Area_4,T053,Display,10264,7522,33154,1835,323,404,149,7481,6515,4466,2537
2025-08,Area_4,T053,Paid Search,8637,6131,27240,682,107,187,129,6351,5253,3431,2092
2025-08,Area_4,T053,Organic Search,35813,22559,108598,6813,1559,820,240,24647,21524,16879,9835
2025-08,Area_4,T053,Direct,17114,10021,56933,2420,544,482,287,14233,11683,9675,5911
2025-08,Area_4,T053,Referral,10043,6775,43100,1309,233,154,148,7215,5947,4107,2117
2025-08,Area_4,T053,Display,14375,10164,64193,2101,396,290,112,9507,7109,5836,3962
2025-09,Area_4,T053,Paid Search,20380,14698,47740,2354,879,572,246,12413,9253,7124,4661
2025-09,Area_4,T053,Organic Search,31046,15025,138086,2535,909,765,822,24774,22108,17641,13812
2025-09,Area_4,T053,Direct,3326,1826,12142,385,113,33,66,2908,2337,1659,1023
2025-09,Area_4,T053,Referral,31065,15079,76544,5630,638,709,479,25805,22703,16662,12945
2025-09,Area_4,T053,Display,24246,16708,37228,1877,275,831,133,20962,16630,11948,6782
2025-10,Area_4,T053,Paid Search,10342,5363,20022,753,279,316,188,7586,5311,3435,2666
2025-10,Area_4,T053,Organic Search,27191,13501,62942,2066,937,298,715,22302,20033,13688,9701
2025-10,Area_4,T053,Direct,24004,14848,91118,3114,819,692,344,15630,13870,9382,6047
2025-10,Area_4,T053,Referral,8427,3926,29840,1673,293,175,160,5339,4462,3511,2457
2025-10,Area_4,T053,Display,29541,18558,100302,3693,1160,1173,172,22883,16940,14329,11418
2025-11,Area_4,T053,Paid Search,34833,23859,93636,6495,1361,1123,316,23068,18660,14399,9383
2025-11,Area_4,T053,Organic Search,26523,15591,103425,5071,737,608,658,22124,16782,14198,9862
2025-11,Area_4,T053,Direct,4292,3240,17094,667,86,155,28,3618,2545,1656,839
2025-11,Area_4,T053,Referral,18732,11329,81945,1187,261,530,175,16418,12261,7631,4569
2025-11,Area_4,T053,Display,6624,5218,28196,1008,293,73,34,4701,3381,2519,1903
2025-12,Area_4,T053,Paid Search,35275,27088,134102,4116,900,1200,895,23202,20397,14298,7893
2025-12,Area_4,T053,Organic Search,36275,24860,84860,6522,1641,860,475,31477,24711,20370,14907
2025-12,Area_4,T053,Direct,14383,7139,22749,1278,482,315,328,10286,8299,6582,4133
2025-12,Area_4,T053,Referral,31698,24920,78391,4921,1078,1000,567,28170,21572,13178,8264
2025-12,Area_4,T053,Display,35174,16587,90652,6885,744,1300,259,29357,22810,17434,13927
2025-01,Area_5,T065,Paid Search,35691,17485,82197,2632,1435,566,692,22581,17822,11710,7632
2025-01,Area_5,T065,Organic Search,30051,22667,94962,5124,629,1152,182,24180,20279,15871,12194
2025-01,Area_5,T065,Direct,27486,19088,118573,4592,814,1083,403,19295,14305,9321,4707
2025-01,Area_5,T065,Referral,34414,21998,57713,6706,1339,618,985,24931,19522,15600,9570
2025-01,Area_5,T065,Display,11276,7954,17164,1970,386,315,112,7644,6517,4853,2671
2025-02,Area_5,T065,Paid Search,19357,14647,66388,1988,855,455,187,14692,11196,7400,4962
2025-02,Area_5,T065,Organic Search,4733,2478,9769,736,61,74,32,3569,3122,2158,1417
2025-02,Area_5,T065,Direct,34275,20125,61773,2356,515,1059,383,27748,20665,16655,10497
2025-02,Area_5,T065,Referral,5427,3915,8756,684,141,56,108,3400,2526,2052,1075
2025-02,Area_5,T065,Display,13386,7411,27241,1881,459,154,235,8681,6368,4580,2484
2025-03,Area_5,T065,Paid Search,18661,9606,40170,1252,370,379,197,12358,9256,6132,4306
2025-03,Area_5,T065,Organic Search,29826,22256,80725,1719,564,1118,743,23744,19840,15623,10303
2025-03,Area_5,T065,Direct,35614,23504,123212,3278,546,929,722,29719,22547,16139,11961
2025-03,Area_5,T065,Referral,19262,10865,34123,2265,253,558,460,16885,13489,9289,5081
2025-03,Area_5,T065,Display,38490,18214,79648,5013,950,1428,556,30623,26943,22649,17939
2025-04,Area_5,T065,Paid Search,35671,17022,103668,5597,1096,366,883,26676,19629,11943,6848
2025-04,Area_5,T065,Organic Search,16817,11770,35861,2648,399,304,236,14015,11526,8525,4397
2025-04,Area_5,T065,Direct,7867,5062,32217,462,382,83,97,5619,4168,2692,1595
2025-04,Area_5,T065,Referral,27339,19757,78376,2707,1142,650,742,22447,17694,13792,8438
2025-04,Area_5,T065,Display,31833,14758,66359,3371,716,999,603,22443,17496,14672,8123
2025-05,Area_5,T065,Paid Search,11281,5416,17875,1285,353,328,64,9665,7009,5281,2699
2025-05,Area_5,T065,Organic Search,26537,21042,118666,1532,699,897,344,17416,14850,9873,6413
2025-05,Area_5,T065,Direct,24567,11190,107174,1858,535,666,158,21891,15581,12259,7304
2025-05,Area_5,T065,Referral,34899,26052,131878,3346,1322,1306,439,23845,19134,13415,9337
2025-05,Area_5,T065,Display,20575,10314,71766,2493,460,650,216,12945,10596,7053,4066
2025-06,Area_5,T065,Paid Search,11443,5482,25230,1132,535,423,284,8649,6068,4704,2591
2025-06,Area_5,T065,Organic Search,33897,15868,101756,3686,975,540,968,20413,17576,13396,6854
2025-06,Area_5,T065,Direct,17505,8090,77033,3327,769,448,522,12273,9797,7987,5911
2025-06,Area_5,T065,Referral,21375,11247,66654,2210,456,451,368,14394,11006,8519,4269
2025-06,Area_5,T065,Display,12464,9055,47170,2164,601,166,251,7773,5578,4424,3428
2025-07,Area_5,T065,Paid Search,36489,17269,122884,6198,862,591,863,28989,22652,16213,9902
2025-07,Area_5,T065,Organic Search,17650,11274,66117,2830,594,540,336,11622,9145,5519,3021
2025-07,Area_5,T065,Direct,33669,23501,130516,2606,813,1083,962,25410,21974,14532,11559
2025-07,Area_5,T065,Referral,23138,12099,104091,3348,341,465,517,14593,10960,6831,5020
2025-07,Area_5,T065,Display,4239,3185,8756,218,83,160,101,3583,3185,2051,1480
2025-08,Area_5,T065,Paid Search,32622,21192,145572,3404,538,794,615,24515,17652,13083,9716
2025-08,Area_5,T065,Organic Search,37825,23510,148314,3872,1173,1277,1085,27912,21211,15209,10389
2025-08,Area_5,T065,Direct,32611,23212,134863,2893,955,1186,228,26175,20551,15913,11919
2025-08,Area_5,T065,Referral,37820,19488,143591,2835,1392,1469,508,30238,26508,19012,9812
2025-08,Area_5,T065,Display,14356,8969,61165,2317,477,255,170,12374,9696,6262,4920
2025-09,Area_5,T065,Paid Search,22132,17439,89254,4023,694,357,507,14174,12540,8450,6361
2025-09,Area_5,T065,Organic Search,13714,6553,22835,1857,470,257,282,8425,6183,4967,2556
2025-09,Area_5,T065,Direct,20125,13555,70529,2195,845,446,189,13482,10814,8487,4432
2025-09,Area_5,T065,Referral,34935,19244,109417,6360,1684,1097,262,28510,20209,12511,9798
2025-09,Area_5,T065,Display,27585,16267,84823,2328,651,1026,556,20246,17116,10723,7155
