INTERACTION_ID,CUSTOMER_ID,TIER,CONTACT_DATE,CALL_TYPE,CALL_DURATION,REACH_BACK
INT035231,5196680075,tier_2,2025-02-17,Follow-up,30,false
INT035232,1797412630,tier_2,2025-06-19,Follow-up,10,false
INT035233,2477692213,tier_2,2025-11-02,Outbound,30,true
INT035234,4056795875,unidentified,2025-07-20,Follow-up,30,true
INT035235,4385283900,tier_1,2025-07-23,Follow-up,30,false
INT035236,3998646173,tier_2,2025-05-25,Follow-up,30,false
INT035237,3416087440,tier_3,2025-09-10,Follow-up,30,false
INT035238,8037459457,tier_3,2025-12-29,Inbound,30,false
INT035239,6160295573,tier_1,2025-12-27,Follow-up,20,true
INT035240,6636537255,tier_1,2025-06-06,Outbound,10,true
INT035241,5150245519,tier_2,2025-10-09,Follow-up,10,false
INT035242,2042220679,tier_3,2025-01-08,Outbound,30,false
INT035243,1214616144,tier_2,2025-05-28,Outbound,20,false
INT035244,2178430819,tier_1,2025-05-13,Outbound,10,false
INT035245,4647622499,tier_2,2025-12-09,Follow-up,30,true
INT035246,5670193069,tier_2,2025-08-05,Follow-up,20,false
INT035247,5397560325,tier_1,2025-03-21,Follow-up,10,true
INT035248,2207323755,tier_1,2025-05-08,Follow-up,40,false
INT035249,9273281517,tier_1,2025-02-06,Outbound,50,true
INT035250,2308519222,tier_1,2025-10-27,Outbound,10,false
INT035251,5414076649,tier_1,2025-08-08,Follow-up,20,true
INT035252,9919215880,tier_3,2025-10-02,Outbound,40,false
INT035253,5549685129,tier_2,2025-01-11,Follow-up,40,true
INT035254,7299961669,tier_3,2025-01-26,Outbound,40,false
INT035255,2230818590,tier_3,2025-07-18,Inbound,50,false
INT035256,1138988707,tier_3,2025-09-21,Follow-up,20,false
INT035257,4070692426,tier_2,2025-11-05,Inbound,40,false
INT035258,9931609116,tier_1,2025-11-21,Follow-up,40,true
INT035259,6168412240,tier_2,2025-12-12,Outbound,50,true
INT035260,8488911848,tier_1,2025-01-10,Follow-up,30,false
INT035261,2936489031,tier_1,2025-01-30,Inbound,40,false
INT035262,5313029316,tier_1,2025-09-08,Follow-up,20,false
INT035263,1753633992,tier_3,2025-09-07,Follow-up,20,true
INT035264,8903045332,tier_1,2025-10-27,Outbound,20,true
INT035265,6333149447,tier_3,2025-06-20,Inbound,50,false
INT035266,5549685129,tier_2,2025-05-16,Inbound,50,false
INT035267,4288746461,tier_1,2025-08-06,Inbound,10,true
INT035268,5647900918,tier_3,2025-10-09,Follow-up,10,false
INT035269,6494622884,tier_2,2025-03-08,Outbound,30,false
INT035270,6698884720,tier_1,2025-02-16,Follow-up,40,true
INT035271,9421830326,tier_2,2025-01-28,Outbound,50,false
INT035272,9781887365,tier_3,2025-04-02,Follow-up,10,false
INT035273,5536415704,tier_2,2025-07-13,Inbound,30,false
INT035274,8945667590,tier_1,2025-08-04,Outbound,10,false
INT035275,4055147770,tier_1,2025-04-07,Inbound,50,false
INT035276,4690612229,tier_1,2025-11-19,Outbound,10,false
INT035277,8423437405,tier_1,2025-10-27,Follow-up,50,false
INT035278,7982113136,tier_2,2025-07-13,Outbound,50,true
INT035279,8824400078,tier_2,2025-01-30,Inbound,50,false
INT035280,6057244505,tier_1,2025-11-25,Follow-up,50,false
INT035281,5486856427,tier_1,2025-05-26,Outbound,50,true
INT035282,9139490082,tier_3,2025-11-23,Follow-up,50,false
INT035283,7703531982,tier_1,2025-01-07,Outbound,50,true
INT035284,8414087704,tier_3,2025-05-18,Outbound,40,false
INT035285,8197179677,tier_1,2025-08-16,Inbound,30,false
INT035286,1668025948,tier_1,2025-03-26,Inbound,40,false
INT035287,2236876613,tier_1,2025-09-30,Inbound,40,false
INT035288,5390284298,tier_1,2025-06-22,Inbound,30,false
INT035289,3917044387,tier_3,2025-10-20,Outbound,30,false
INT035290,3363163851,unidentified,2025-12-01,Outbound,30,false
INT035291,8277381923,tier_3,2025-06-30,Outbound,40,false
INT035292,1752480533,tier_2,2025-03-06,Outbound,40,false
INT035293,1408871872,tier_3,2025-04-21,Inbound,40,true
INT035294,8764301738,tier_2,2025-07-29,Inbound,30,false
INT035295,7407657856,tier_2,2025-09-25,Outbound,50,false
INT035296,6831764944,tier_2,2025-08-29,Follow-up,50,true
INT035297,7296280746,tier_1,2025-11-30,Inbound,10,false
INT035298,2694605218,tier_1,2025-07-17,Follow-up,40,true
INT035299,3428942727,tier_1,2025-08-01,Inbound,10,false
INT035300,8641434166,tier_1,2025-12-05,Outbound,10,true
INT035301,1836804291,tier_2,2025-09-12,Follow-up,40,false
INT035302,7068171130,tier_2,2025-04-07,Follow-up,30,true
INT035303,4005130471,tier_3,2025-02-24,Outbound,40,false
INT035304,8343038852,tier_3,2025-05-30,Outbound,10,false
INT035305,1438336328,tier_2,2025-04-08,Inbound,50,false
INT035306,5375305559,tier_1,2025-02-13,Inbound,10,false
INT035307,6550691213,tier_1,2025-08-25,Outbound,30,true
INT035308,8947307811,unidentified,2025-08-14,Outbound,20,false
INT035309,2927637419,tier_1,2025-06-11,Follow-up,30,true
INT035310,1077769199,tier_1,2025-02-04,Outbound,50,false
INT035311,4335741889,tier_1,2025-12-26,Inbound,10,false
INT035312,8343061216,tier_1,2025-03-03,Outbound,20,false
INT035313,2229175295,tier_3,2025-12-15,Outbound,50,false
INT035314,3683752232,tier_2,2025-11-13,Outbound,50,false
INT035315,9920815795,tier_1,2025-05-09,Outbound,40,true
INT035316,8366099694,tier_3,2025-02-11,Inbound,20,false
INT035317,5658431467,unidentified,2025-03-08,Inbound,20,false
INT035318,2586112508,tier_3,2025-05-08,Outbound,20,false
INT035319,7168129874,tier_1,2025-05-14,Follow-up,30,false
INT035320,8703469346,tier_2,2025-12-10,Outbound,30,false
INT035321,8265900703,tier_1,2025-06-11,Follow-up,30,true
INT035322,7389266111,tier_1,2025-02-14,Follow-up,40,true
INT035323,5318917944,tier_1,2025-04-26,Outbound,30,false
INT035324,9933868258,tier_3,2025-07-14,Inbound,20,false
INT035325,4591111294,tier_2,2025-11-19,Follow-up,10,false
INT035326,3015261993,tier_3,2025-10-09,Inbound,50,false
INT035327,5435364012,tier_1,2025-04-15,Follow-up,30,false
INT035328,1473712738,tier_1,2025-12-11,Follow-up,40,false
INT035329,5196000640,tier_1,2025-08-25,Inbound,20,true
INT035330,3655446211,tier_1,2025-09-22,Follow-up,10,false
INT035331,2646200982,tier_1,2025-07-17,Outbound,40,false
INT035332,9018713392,tier_3,2025-11-15,Outbound,30,false
INT035333,4850976926,unidentified,2025-07-11,Follow-up,20,false
INT035334,6081446491,tier_2,2025-11-21,Follow-up,10,false
INT035335,5723140774,unidentified,2025-09-25,Follow-up,20,false
INT035336,2220248022,unidentified,2025-04-08,Inbound,50,false
INT035337,8691940937,unidentified,2025-11-16,Inbound,10,false
INT035338,2736616936,tier_3,2025-11-20,Follow-up,10,false
INT035339,1730657575,tier_2,2025-11-07,Outbound,50,false
INT035340,2089948252,tier_3,2025-11-01,Inbound,30,false
INT035341,6901336353,tier_1,2025-11-11,Follow-up,10,false
INT035342,3220209164,tier_1,2025-03-14,Follow-up,20,true
INT035343,9363690974,tier_1,2025-06-06,Follow-up,50,true
INT035344,4038291796,tier_2,2025-05-30,Outbound,40,false
INT035345,5967353320,tier_3,2025-03-15,Outbound,10,false
INT035346,5359608854,tier_1,2025-06-15,Outbound,30,false
INT035347,2407804912,tier_1,2025-03-12,Inbound,40,false
INT035348,6847996992,tier_1,2025-11-09,Follow-up,10,false
INT035349,3726207701,tier_3,2025-07-30,Follow-up,50,true
INT035350,7656318939,tier_1,2025-09-03,Follow-up,50,true
INT035351,6604499975,tier_1,2025-07-04,Outbound,50,false
INT035352,4749648725,unidentified,2025-11-02,Inbound,40,false
INT035353,1699133122,tier_1,2025-08-15,Outbound,10,false
INT035354,3385260744,tier_2,2025-08-19,Follow-up,50,false
INT035355,6577779941,tier_3,2025-12-24,Follow-up,30,true
INT035356,7782821524,tier_1,2025-05-19,Outbound,30,false
INT035357,3927581980,tier_2,2025-01-08,Inbound,30,false
INT035358,9061458193,tier_2,2025-12-01,Outbound,10,false
INT035359,8219926719,tier_1,2025-03-10,Inbound,20,false
INT035360,2127854147,tier_3,2025-10-31,Outbound,10,false
INT035361,3280932055,tier_2,2025-05-12,Inbound,40,false
INT035362,1196504098,unidentified,2025-02-16,Inbound,40,false
INT035363,9516375518,tier_1,2025-02-11,Inbound,20,true
INT035364,6566251795,tier_1,2025-10-14,Outbound,10,false
INT035365,8741616979,tier_3,2025-05-12,Inbound,50,false
INT035366,7523917080,tier_3,2025-01-02,Inbound,10,false
INT035367,7611461482,tier_1,2025-02-14,Inbound,30,true
INT035368,1605788224,tier_3,2025-09-13,Inbound,40,true
INT035369,7781107403,tier_2,2025-08-18,Inbound,50,false
INT035370,5048531039,tier_1,2025-01-24,Inbound,40,true
INT035371,7524708882,tier_2,2025-06-03,Inbound,10,false
INT035372,9533359718,tier_2,2025-05-15,Inbound,20,false
INT035373,8160514092,unidentified,2025-01-17,Follow-up,10,false
INT035374,5029758078,tier_3,2025-06-27,Outbound,20,false
INT035375,9985985707,unidentified,2025-12-13,Follow-up,20,false
INT035376,7198303659,tier_2,2025-11-03,Inbound,20,true
INT035377,8833749473,tier_2,2025-03-19,Inbound,20,false
INT035378,6953838321,tier_1,2025-10-17,Follow-up,40,false
INT035379,2041146317,tier_1,2025-06-09,Outbound,30,false
INT035380,6333149447,tier_3,2025-07-09,Outbound,40,false
INT035381,9898977803,tier_1,2025-03-17,Inbound,20,true
INT035382,3858043241,tier_2,2025-09-21,Inbound,40,false
INT035383,2042654715,tier_2,2025-01-25,Outbound,20,true
INT035384,6506109644,tier_2,2025-03-14,Inbound,30,false
INT035385,3010461501,tier_3,2025-05-29,Outbound,30,true
INT035386,6478962767,unidentified,2025-04-06,Outbound,30,false
INT035387,7396094788,tier_2,2025-06-16,Inbound,20,false
INT035388,9011751167,tier_1,2025-07-26,Outbound,40,false
INT035389,7557256668,tier_2,2025-06-20,Inbound,20,true
INT035390,7551039775,unidentified,2025-06-08,Follow-up,10,false
INT035391,6805047977,tier_2,2025-07-20,Outbound,40,false
INT035392,7871460037,unidentified,2025-08-17,Inbound,50,false
INT035393,2887376509,tier_1,2025-05-17,Inbound,20,true
INT035394,4737979786,tier_1,2025-07-13,Outbound,50,false
INT035395,3216426269,tier_1,2025-11-19,Follow-up,20,true
INT035396,9303238519,tier_3,2025-11-01,Inbound,10,false
INT035397,7318391464,tier_1,2025-11-10,Outbound,40,true
INT035398,5545660276,tier_1,2025-02-17,Follow-up,30,false
INT035399,9191569487,tier_3,2025-05-13,Outbound,30,false
INT035400,1821103408,tier_2,2025-07-28,Follow-up,40,false
INT035401,6721065175,tier_1,2025-05-20,Inbound,30,true
INT035402,1950424654,tier_2,2025-06-17,Inbound,40,false
INT035403,6333149447,tier_3,2025-06-20,Inbound,50,false
INT035404,6274577050,tier_2,2025-04-16,Inbound,10,false
INT035405,9773434038,tier_1,2025-08-08,Follow-up,20,true
INT035406,1770346322,unidentified,2025-11-13,Follow-up,50,false
INT035407,9293660017,tier_1,2025-10-30,Inbound,40,false
INT035408,4414138259,tier_3,2025-05-08,Inbound,20,false
INT035409,3212819242,tier_1,2025-09-10,Follow-up,40,false
INT035410,2168652082,tier_3,2025-12-14,Follow-up,20,false
INT035411,9912676190,tier_1,2025-03-24,Follow-up,20,false
INT035412,3304184611,tier_2,2025-02-05,Outbound,20,false
INT035413,6294522601,tier_2,2025-05-10,Inbound,50,false
INT035414,9456468651,tier_1,2025-01-02,Inbound,40,false
INT035415,9364629410,tier_1,2025-11-06,Inbound,40,false
INT035416,4787037053,tier_3,2025-07-06,Inbound,40,true
INT035417,7637125126,tier_2,2025-06-26,Outbound,30,false
INT035418,5738587336,tier_2,2025-07-12,Outbound,40,false
INT035419,2874472641,tier_1,2025-12-31,Follow-up,40,true
INT035420,7838707240,tier_1,2025-11-14,Inbound,40,false
INT035421,5721481602,tier_2,2025-06-15,Outbound,10,false
INT035422,4995540395,tier_2,2025-08-17,Outbound,30,false
INT035423,7878521701,unidentified,2025-10-16,Follow-up,20,true
INT035424,4138609207,tier_2,2025-07-30,Outbound,40,false
INT035425,6665698894,tier_1,2025-08-04,Follow-up,20,false
INT035426,2399828008,tier_1,2025-08-28,Outbound,10,true
INT035427,5967802784,tier_1,2025-01-28,Inbound,30,true
INT035428,9881795620,tier_1,2025-09-19,Inbound,30,false
INT035429,6534400834,tier_1,2025-12-06,Outbound,20,false
INT035430,1593548798,unidentified,2025-02-25,Outbound,50,false
INT035431,7663625412,tier_2,2025-06-12,Outbound,50,false
INT035432,2529476136,tier_2,2025-10-06,Follow-up,20,false
INT035433,2576473043,tier_1,2025-01-14,Inbound,40,false
INT035434,6933225118,tier_1,2025-08-31,Follow-up,10,false
INT035435,7110742586,tier_2,2025-01-17,Outbound,50,false
INT035436,4268243756,tier_1,2025-04-25,Follow-up,20,false
INT035437,8253216667,tier_1,2025-01-06,Outbound,30,true
INT035438,7503216526,tier_1,2025-10-18,Inbound,50,true
INT035439,3379682399,tier_3,2025-06-30,Outbound,10,true
INT035440,9873192232,tier_1,2025-04-11,Follow-up,50,false
INT035441,1548072849,tier_1,2025-05-03,Inbound,20,false
INT035442,4758796168,tier_1,2025-08-26,Inbound,40,false
INT035443,1321953670,tier_1,2025-03-31,Follow-up,30,false
INT035444,3397297352,tier_1,2025-03-27,Follow-up,10,true
INT035445,1927636338,tier_1,2025-06-23,Follow-up,40,false
INT035446,3200860229,unidentified,2025-10-22,Outbound,50,false
INT035447,5819581471,tier_2,2025-04-07,Follow-up,50,false
INT035448,5352588875,tier_1,2025-07-07,Follow-up,50,true
INT035449,1038852509,unidentified,2025-08-25,Follow-up,10,false
INT035450,5479290441,tier_1,2025-02-10,Outbound,10,false
INT035451,7891400796,tier_3,2025-11-21,Follow-up,50,false
INT035452,4948931466,tier_1,2025-02-12,Outbound,20,false
INT035453,9086690364,unidentified,2025-01-15,Follow-up,50,false
INT035454,5178203731,tier_2,2025-11-23,Outbound,30,false
INT035455,3480215205,tier_2,2025-02-05,Inbound,30,false
INT035456,3998056518,tier_2,2025-08-31,Follow-up,30,false
INT035457,1703919406,tier_2,2025-11-23,Inbound,10,false
INT035458,3107143492,tier_2,2025-11-16,Follow-up,40,false
INT035459,5736659896,unidentified,2025-07-16,Inbound,10,false
INT035460,9648786260,tier_1,2025-09-10,Outbound,40,false
INT035461,9659990809,tier_3,2025-08-14,Follow-up,30,false
INT035462,1474874379,tier_1,2025-11-28,Inbound,30,true
INT035463,4619932058,tier_3,2025-12-12,Outbound,10,false
INT035464,8551820225,tier_1,2025-12-04,Inbound,20,true
INT035465,2724015351,tier_2,2025-03-30,Inbound,50,false
INT035466,7096620608,tier_2,2025-04-02,Follow-up,20,false
INT035467,5342452228,tier_1,2025-05-06,Outbound,40,false
INT035468,7437330106,tier_3,2025-03-28,Follow-up,10,false
INT035469,7855408207,tier_2,2025-10-28,Inbound,50,true
INT035470,9457472534,tier_1,2025-01-09,Inbound,50,false
INT035471,8704602881,tier_1,2025-04-25,Inbound,50,true
INT035472,6490033324,tier_2,2025-09-11,Follow-up,30,false
INT035473,9083514915,tier_2,2025-05-20,Outbound,50,false
INT035474,4859294631,tier_2,2025-04-05,Inbound,30,true
INT035475,6633233801,tier_1,2025-05-29,Inbound,50,true
INT035476,1610896615,tier_2,2025-04-25,Outbound,50,false
INT035477,5686843216,tier_3,2025-05-04,Follow-up,50,false
INT035478,1617961137,tier_3,2025-03-19,Outbound,40,false
INT035479,5893560201,tier_3,2025-03-05,Inbound,20,false
INT035480,8531864292,tier_1,2025-02-15,Inbound,30,false
INT035481,2135281867,tier_2,2025-12-05,Follow-up,30,false
INT035482,2615934012,tier_3,2025-05-06,Follow-up,20,false
INT035483,9240369737,tier_1,2025-12-12,Inbound,20,false
INT035484,1572498452,tier_1,2025-05-18,Follow-up,50,false
INT035485,8296598563,tier_2,2025-06-16,Follow-up,10,true
INT035486,5093417453,tier_1,2025-05-21,Inbound,10,true
INT035487,2645564511,tier_3,2025-03-04,Follow-up,30,true
INT035488,3863275056,tier_2,2025-11-28,Outbound,40,false
INT035489,3946671993,tier_1,2025-09-02,Outbound,40,false
INT035490,3234378693,unidentified,2025-03-15,Inbound,40,true
INT035491,8579030304,unidentified,2025-02-03,Outbound,10,false
INT035492,1776220736,tier_2,2025-10-30,Inbound,50,false
INT035493,7824986266,tier_2,2025-03-28,Follow-up,40,false
INT035494,9445103931,tier_1,2025-12-22,Inbound,30,false
INT035495,3077980694,tier_1,2025-12-18,Outbound,30,false
INT035496,7895561418,tier_3,2025-08-31,Inbound,20,false
INT035497,2347221867,tier_1,2025-10-21,Follow-up,40,false
INT035498,5423837643,tier_1,2025-02-08,Follow-up,40,false
INT035499,2626756323,tier_2,2025-06-21,Outbound,20,false
INT035500,6435779141,unidentified,2025-02-17,Follow-up,30,false
INT035501,9318818115,tier_2,2025-10-21,Inbound,50,false
INT035502,4063988777,tier_3,2025-04-17,Outbound,30,true
INT035503,8582462036,tier_2,2025-06-14,Outbound,20,false
INT035504,9087747390,tier_3,2025-01-24,Inbound,30,false
INT035505,3815884962,unidentified,2025-02-08,Inbound,40,false
INT035506,4780946437,tier_1,2025-05-18,Follow-up,30,false
INT035507,2502250451,tier_2,2025-07-27,Inbound,20,false
INT035508,1249056198,tier_2,2025-12-16,Follow-up,30,false
INT035509,8246797548,tier_2,2025-02-05,Outbound,50,true
INT035510,7918568864,tier_1,2025-03-16,Inbound,10,false
INT035511,8846399329,tier_1,2025-12-27,Outbound,40,false
INT035512,9325636433,tier_2,2025-05-13,Follow-up,20,false
INT035513,5631531735,tier_1,2025-04-27,Follow-up,30,false
INT035514,7376568968,tier_1,2025-05-14,Follow-up,50,true
INT035515,5229545732,tier_1,2025-06-20,Follow-up,10,false
INT035516,3304914923,unidentified,2025-03-17,Inbound,10,false
INT035517,7080342532,tier_3,2025-04-12,Follow-up,20,false
INT035518,8691065957,tier_3,2025-05-11,Inbound,40,true
INT035519,3556590804,tier_2,2025-05-10,Outbound,10,false
INT035520,4166235030,tier_1,2025-07-04,Outbound,50,false
INT035521,5741414841,tier_1,2025-04-05,Inbound,20,false
INT035522,5074041101,tier_3,2025-11-26,Follow-up,40,false
INT035523,2789489870,unidentified,2025-01-09,Outbound,20,true
INT035524,3515809062,tier_3,2025-11-22,Outbound,40,false
INT035525,1097337568,tier_1,2025-03-23,Inbound,50,true
INT035526,5658431467,unidentified,2025-04-10,Follow-up,20,false
INT035527,4606046509,tier_1,2025-03-10,Follow-up,40,false
INT035528,9897543756,unidentified,2025-05-31,Follow-up,20,true
INT035529,4017741770,tier_3,2025-12-24,Inbound,10,false
INT035530,2699242743,tier_2,2025-12-25,Inbound,20,false
INT035531,9485328775,tier_1,2025-01-25,Follow-up,10,false
INT035532,9419595830,tier_3,2025-02-23,Outbound,50,false
INT035533,6344036754,tier_1,2025-03-02,Outbound,20,true
INT035534,3095304504,tier_1,2025-02-13,Outbound,30,false
INT035535,7688634375,tier_1,2025-12-28,Inbound,50,true
INT035536,2847711600,tier_1,2025-11-22,Inbound,50,true
INT035537,2139551759,unidentified,2025-04-11,Follow-up,10,false
INT035538,8259156512,tier_3,2025-11-13,Inbound,20,false
INT035539,7143460383,unidentified,2025-06-16,Outbound,30,false
INT035540,3488181929,tier_3,2025-10-18,Outbound,50,false
INT035541,8343451732,tier_3,2025-06-22,Follow-up,10,false
INT035542,8139790076,tier_1,2025-06-08,Follow-up,20,false
INT035543,4035472252,unidentified,2025-08-11,Outbound,50,false
INT035544,6336743118,tier_1,2025-06-30,Outbound,40,false
INT035545,4350241452,tier_2,2025-11-04,Inbound,50,false
INT035546,1405559259,tier_2,2025-08-11,Outbound,30,true
INT035547,5448857177,unidentified,2025-07-11,Inbound,50,false
INT035548,4106091000,tier_2,2025-03-07,Outbound,40,false
INT035549,7647920274,tier_1,2025-09-17,Outbound,10,false
INT035550,3871595247,tier_2,2025-05-15,Follow-up,10,false
INT035551,4400398334,tier_2,2025-07-23,Inbound,30,false
INT035552,7862048829,tier_3,2025-01-30,Inbound,40,false
INT035553,6901490197,tier_2,2025-11-21,Follow-up,40,false
INT035554,6392572064,tier_1,2025-12-28,Follow-up,40,false
INT035555,6742621330,tier_1,2025-04-19,Follow-up,10,false
INT035556,7456703598,tier_2,2025-09-02,Follow-up,10,true
INT035557,2818742340,tier_2,2025-05-16,Follow-up,30,true
INT035558,8122057023,tier_2,2025-10-26,Inbound,30,false
INT035559,7766707162,unidentified,2025-04-24,Follow-up,50,false
INT035560,8850312271,tier_2,2025-12-04,Outbound,30,false
INT035561,4859294631,tier_2,2025-04-05,Inbound,30,true
INT035562,6566251795,tier_1,2025-06-15,Inbound,10,true
INT035563,6043263299,tier_2,2025-10-04,Inbound,50,false
INT035564,3747482714,unidentified,2025-09-04,Outbound,30,false
INT035565,4322183874,tier_1,2025-10-03,Inbound,50,false
INT035566,5195907416,tier_1,2025-10-31,Follow-up,20,true
INT035567,5060231051,tier_1,2025-10-01,Outbound,20,false
INT035568,1572498452,tier_1,2025-06-19,Inbound,40,false
INT035569,6573834918,tier_3,2025-02-21,Inbound,10,false
INT035570,8749931604,tier_1,2025-09-29,Inbound,50,false
INT035571,3530594062,unidentified,2025-05-09,Outbound,20,false
INT035572,3721530718,tier_3,2025-06-01,Inbound,30,false
INT035573,3109159421,unidentified,2025-04-30,Outbound,40,false
INT035574,3934887762,tier_3,2025-12-11,Outbound,40,false
INT035575,8442091553,tier_2,2025-07-05,Inbound,50,false
INT035576,3702062886,unidentified,2025-01-17,Outbound,40,false
INT035577,7685089045,tier_2,2025-10-13,Outbound,30,false
INT035578,6291060798,unidentified,2025-01-05,Follow-up,10,true
INT035579,1254535628,tier_3,2025-01-11,Follow-up,10,false
INT035580,2207497070,tier_1,2025-01-06,Outbound,20,true
INT035581,2874472641,tier_1,2025-04-18,Inbound,20,false
INT035582,7369026292,tier_1,2025-01-19,Outbound,30,false
INT035583,7918519880,tier_3,2025-08-05,Inbound,20,false
INT035584,1979082848,tier_1,2025-07-31,Follow-up,40,true
INT035585,7433088887,tier_3,2025-11-08,Outbound,50,false
INT035586,3320748166,tier_1,2025-10-15,Inbound,30,true
INT035587,8172274422,tier_1,2025-09-21,Follow-up,30,false
INT035588,2887376509,tier_1,2025-04-05,Inbound,50,false
INT035589,7049492338,tier_1,2025-02-10,Outbound,50,false
INT035590,9968154182,tier_2,2025-02-04,Outbound,30,false
INT035591,8699653602,tier_3,2025-05-24,Inbound,10,false
INT035592,3766769279,unidentified,2025-04-23,Inbound,10,false
INT035593,9447267796,tier_1,2025-05-18,Inbound,50,true
INT035594,7352587405,tier_1,2025-10-07,Outbound,30,true
INT035595,4260660819,tier_1,2025-01-25,Follow-up,40,false
INT035596,5534574826,tier_1,2025-05-27,Inbound,40,false
INT035597,1644284688,unidentified,2025-05-09,Inbound,20,true
INT035598,7407657856,tier_2,2025-09-25,Outbound,50,false
INT035599,1845218349,unidentified,2025-07-03,Follow-up,40,false
INT035600,1095095477,tier_1,2025-10-28,Inbound,50,false
INT035601,4846350197,tier_2,2025-01-24,Outbound,40,false
INT035602,4459544420,tier_1,2025-05-30,Follow-up,20,false
INT035603,3008280389,tier_3,2025-12-11,Follow-up,10,false
INT035604,4538073961,tier_2,2025-09-04,Follow-up,30,false
INT035605,4653529307,tier_2,2025-08-21,Inbound,30,false
INT035606,6506109644,tier_2,2025-06-09,Follow-up,30,true
INT035607,6120361045,tier_3,2025-04-03,Inbound,30,false
INT035608,4439802478,tier_1,2025-06-17,Inbound,10,false
INT035609,2553989981,tier_1,2025-07-31,Outbound,10,false
INT035610,9367806901,tier_2,2025-10-04,Outbound,10,false
INT035611,6953409381,tier_2,2025-10-23,Follow-up,10,true
INT035612,2113069672,unidentified,2025-04-25,Follow-up,20,false
INT035613,7304458063,tier_3,2025-05-27,Follow-up,30,false
INT035614,6071346538,tier_1,2025-05-04,Outbound,10,false
INT035615,6345083048,tier_1,2025-08-15,Follow-up,30,true
INT035616,5798549576,tier_1,2025-02-08,Outbound,10,false
INT035617,7072244516,tier_1,2025-10-14,Follow-up,40,true
INT035618,4260660819,tier_1,2025-12-22,Follow-up,30,true
INT035619,5717379167,tier_1,2025-03-25,Inbound,50,false
INT035620,4622571332,tier_3,2025-04-02,Outbound,40,false
INT035621,2690369277,tier_1,2025-05-31,Outbound,20,false
INT035622,5229545732,tier_1,2025-06-20,Follow-up,10,false
INT035623,4356175453,tier_2,2025-10-03,Follow-up,40,false
INT035624,7511405710,tier_1,2025-04-01,Follow-up,10,false
INT035625,2825052852,tier_2,2025-09-19,Follow-up,50,false
INT035626,3091210721,tier_2,2025-10-26,Follow-up,10,false
INT035627,6057244505,tier_1,2025-05-20,Inbound,20,true
INT035628,4800719916,unidentified,2025-11-02,Inbound,40,false
INT035629,4191364689,unidentified,2025-01-31,Inbound,10,false
INT035630,6249916955,tier_1,2025-10-19,Outbound,50,true
INT035631,6367663334,tier_1,2025-06-02,Outbound,30,true
INT035632,6284662363,tier_1,2025-09-19,Outbound,40,false
INT035633,2633963710,tier_3,2025-07-27,Outbound,40,true
INT035634,6325565645,tier_2,2025-03-21,Outbound,10,false
INT035635,8444606149,tier_1,2025-11-19,Follow-up,40,true
INT035636,8853674989,tier_1,2025-05-19,Follow-up,20,true
INT035637,8899254892,tier_1,2025-06-26,Outbound,30,false
INT035638,9061458193,tier_2,2025-09-03,Follow-up,20,false
INT035639,1427376989,tier_2,2025-05-23,Follow-up,20,false
INT035640,3005904235,tier_2,2025-02-10,Inbound,30,false
INT035641,4209497727,tier_2,2025-12-10,Inbound,10,true
INT035642,8620509979,tier_2,2025-09-30,Follow-up,50,false
INT035643,4289352067,tier_1,2025-02-26,Follow-up,10,false
INT035644,3967410669,tier_1,2025-05-23,Inbound,50,true
INT035645,9907158802,tier_2,2025-08-13,Outbound,40,false
INT035646,2960682218,tier_1,2025-12-29,Inbound,30,true
INT035647,3091210721,tier_2,2025-04-17,Outbound,20,false
INT035648,2784239945,unidentified,2025-11-13,Outbound,30,false
INT035649,3095524977,unidentified,2025-11-07,Follow-up,50,false
INT035650,9013119576,tier_3,2025-05-12,Outbound,40,false
INT035651,4975704127,tier_2,2025-05-29,Inbound,20,false
INT035652,9375195380,tier_3,2025-04-30,Follow-up,50,false
INT035653,3888026330,tier_2,2025-07-21,Outbound,10,false
INT035654,4262943116,tier_1,2025-07-09,Inbound,20,false
INT035655,5881194391,tier_1,2025-04-12,Inbound,10,false
INT035656,4036799653,tier_3,2025-03-03,Outbound,10,false
INT035657,5083738546,tier_3,2025-01-26,Outbound,50,false
INT035658,2232345226,tier_3,2025-03-02,Outbound,50,false
INT035659,3369495008,tier_3,2025-02-01,Follow-up,30,false
INT035660,8551576089,tier_1,2025-05-29,Follow-up,40,false
INT035661,7103876355,tier_3,2025-09-27,Inbound,40,false
INT035662,5740989998,unidentified,2025-02-17,Inbound,10,false
INT035663,3622821442,unidentified,2025-02-15,Follow-up,40,false
INT035664,2371215011,tier_2,2025-08-25,Follow-up,30,false
INT035665,9629130151,tier_1,2025-07-04,Inbound,30,false
INT035666,8343641664,tier_2,2025-10-08,Outbound,50,false
INT035667,6414158325,unidentified,2025-07-11,Follow-up,30,false
INT035668,3844853872,tier_3,2025-10-17,Inbound,20,false
INT035669,1140930289,tier_1,2025-07-07,Outbound,30,true
INT035670,5549685129,tier_2,2025-10-09,Follow-up,10,true
INT035671,6029816529,tier_2,2025-11-30,Follow-up,40,false
INT035672,5881194391,tier_1,2025-09-24,Inbound,30,true
INT035673,1069788440,unidentified,2025-12-16,Outbound,10,false
INT035674,1140930289,tier_1,2025-10-26,Follow-up,40,true
