MONTH,AREA,TERRITORY,CHANNEL,SEARCH_ENGINE,CAMPAIGN_ID,CAMPAIGN_NAME,IMPRESSIONS,CLICKS,COST,CTR,AVG_CPC
2025-12,Area_5,T067,Paid Search,Google Ads,CAMP_003,PS_COMPETITOR_2025,222322,6181,272650.37,0.0278,44.11
2025-12,Area_5,T067,Paid Search,Google Ads,CAMP_004,PS_GENERIC_2025,164654,9485,1098907.29,0.0576,115.86
2025-01,Area_5,T062,Paid Search,Google Ads,CAMP_001,PS_BRAND_2025,49715,2978,74208.48,0.0599,24.92
2025-01,Area_5,T062,Paid Search,Google Ads,CAMP_002,PS_NONBRAND_2025,154724,5044,252518.74,0.0326,50.06
2025-01,Area_5,T062,Paid Search,Google Ads,CAMP_003,PS_COMPETITOR_2025,288451,3438,217907.82,0.0119,63.38
2025-01,Area_5,T062,Paid Search,Google Ads,CAMP_004,PS_GENERIC_2025,139828,3722,294537.71,0.0266,79.13
2025-02,Area_5,T062,Paid Search,Google Ads,CAMP_001,PS_BRAND_2025,290871,7745,257662.25,0.0266,33.27
2025-02,Area_5,T062,Paid Search,Google Ads,CAMP_002,PS_NONBRAND_2025,171397,6927,407579.96,0.0404,58.84
2025-02,Area_5,T062,Paid Search,Google Ads,CAMP_003,PS_COMPETITOR_2025,152475,5614,337879.90,0.0368,60.19
2025-02,Area_5,T062,Paid Search,Google Ads,CAMP_004,PS_GENERIC_2025,93042,1413,82640.19,0.0152,58.49
2025-03,Area_5,T062,Paid Search,Google Ads,CAMP_001,PS_BRAND_2025,67830,3603,314000.25,0.0531,87.15
2025-03,Area_5,T062,Paid Search,Google Ads,CAMP_002,PS_NONBRAND_2025,212633,8535,1024033.69,0.0401,119.98
2025-03,Area_5,T062,Paid Search,Google Ads,CAMP_003,PS_COMPETITOR_2025,157095,2850,69069.68,0.0181,24.23
2025-03,Area_5,T062,Paid Search,Google Ads,CAMP_004,PS_GENERIC_2025,191481,7128,288850.74,0.0372,40.52
2025-04,Area_5,T062,Paid Search,Google Ads,CAMP_001,PS_BRAND_2025,92613,1600,85173.95,0.0173,53.23
2025-04,Area_5,T062,Paid Search,Google Ads,CAMP_002,PS_NONBRAND_2025,295541,8040,957139.22,0.0272,119.05
2025-04,Area_5,T062,Paid Search,Google Ads,CAMP_003,PS_COMPETITOR_2025,166371,7992,521658.16,0.0480,65.27
2025-04,Area_5,T062,Paid Search,Google Ads,CAMP_004,PS_GENERIC_2025,62399,1610,175265.97,0.0258,108.86
2025-05,Area_5,T062,Paid Search,Google Ads,CAMP_001,PS_BRAND_2025,163431,8619,981892.42,0.0527,113.92
2025-05,Area_5,T062,Paid Search,Google Ads,CAMP_002,PS_NONBRAND_2025,137095,5134,204374.13,0.0374,39.81
2025-05,Area_5,T062,Paid Search,Google Ads,CAMP_003,PS_COMPETITOR_2025,41157,2463,188677.52,0.0598,76.60
2025-05,Area_5,T062,Paid Search,Google Ads,CAMP_004,PS_GENERIC_2025,230121,10159,458251.18,0.0441,45.11
2025-06,Area_5,T062,Paid Search,Google Ads,CAMP_001,PS_BRAND_2025,176571,9380,373298.91,0.0531,39.80
2025-06,Area_5,T062,Paid Search,Google Ads,CAMP_002,PS_NONBRAND_2025,237443,7619,718312.34,0.0321,94.28
2025-06,Area_5,T062,Paid Search,Google Ads,CAMP_003,PS_COMPETITOR_2025,242274,5531,481799.98,0.0228,87.11
2025-06,Area_5,T062,Paid Search,Google Ads,CAMP_004,PS_GENERIC_2025,135136,2724,72881.94,0.0202,26.76
2025-07,Area_5,T062,Paid Search,Google Ads,CAMP_001,PS_BRAND_2025,215346,12819,596502.25,0.0595,46.53
2025-07,Area_5,T062,Paid Search,Google Ads,CAMP_002,PS_NONBRAND_2025,174339,2023,184232.16,0.0116,91.07
2025-07,Area_5,T062,Paid Search,Google Ads,CAMP_003,PS_COMPETITOR_2025,158160,7170,281603.19,0.0453,39.28
2025-07,Area_5,T062,Paid Search,Google Ads,CAMP_004,PS_GENERIC_2025,201288,9037,515971.71,0.0449,57.10
2025-08,Area_5,T062,Paid Search,Google Ads,CAMP_001,PS_BRAND_2025,104403,5643,284522.61,0.0541,50.42
2025-08,Area_5,T062,Paid Search,Google Ads,CAMP_002,PS_NONBRAND_2025,173609,4915,415534.66,0.0283,84.54
2025-08,Area_5,T062,Paid Search,Google Ads,CAMP_003,PS_COMPETITOR_2025,76764,3367,312375.35,0.0439,92.78
2025-08,Area_5,T062,Paid Search,Google Ads,CAMP_004,PS_GENERIC_2025,291994,6294,180042.73,0.0216,28.61
2025-09,Area_5,T062,Paid Search,Google Ads,CAMP_001,PS_BRAND_2025,216582,11574,711625.04,0.0534,61.48
2025-09,Area_5,T062,Paid Search,Google Ads,CAMP_002,PS_NONBRAND_2025,175958,1937,69460.43,0.0110,35.86
2025-09,Area_5,T062,Paid Search,Google Ads,CAMP_003,PS_COMPETITOR_2025,161186,7390,578342.09,0.0458,78.26
2025-09,Area_5,T062,Paid Search,Google Ads,CAMP_004,PS_GENERIC_2025,37985,1225,67999.11,0.0322,55.51
2025-10,Area_5,T062,Paid Search,Google Ads,CAMP_001,PS_BRAND_2025,259990,8499,705658.41,0.0327,83.03
2025-10,Area_5,T062,Paid Search,Google Ads,CAMP_002,PS_NONBRAND_2025,126747,1799,196146.62,0.0142,109.03
2025-10,Area_5,T062,Paid Search,Google Ads,CAMP_003,PS_COMPETITOR_2025,125578,4088,435632.65,0.0326,106.56
2025-10,Area_5,T062,Paid Search,Google Ads,CAMP_004,PS_GENERIC_2025,133408,1419,43986.05,0.0106,31.00
2025-11,Area_5,T062,Paid Search,Google Ads,CAMP_001,PS_BRAND_2025,70054,1023,44985.83,0.0146,43.97
2025-11,Area_5,T062,Paid Search,Google Ads,CAMP_002,PS_NONBRAND_2025,202545,10147,967310.59,0.0501,95.33
2025-11,Area_5,T062,Paid Search,Google Ads,CAMP_003,PS_COMPETITOR_2025,289856,11851,403772.85,0.0409,34.07
2025-11,Area_5,T062,Paid Search,Google Ads,CAMP_004,PS_GENERIC_2025,100667,2141,174367.60,0.0213,81.44
2025-12,Area_5,T062,Paid Search,Google Ads,CAMP_001,PS_BRAND_2025,239983,6617,281062.88,0.0276,42.48
2025-12,Area_5,T062,Paid Search,Google Ads,CAMP_002,PS_NONBRAND_2025,49030,596,32333.00,0.0122,54.25
2025-12,Area_5,T062,Paid Search,Google Ads,CAMP_003,PS_COMPETITOR_2025,20420,1105,85332.90,0.0541,77.22
2025-12,Area_5,T062,Paid Search,Google Ads,CAMP_004,PS_GENERIC_2025,102951,3004,95874.78,0.0292,31.92
2025-01,Area_9,T118,Paid Search,Google Ads,CAMP_001,PS_BRAND_2025,299037,4487,452064.68,0.0150,100.75
2025-01,Area_9,T118,Paid Search,Google Ads,CAMP_002,PS_NONBRAND_2025,176561,6796,547536.88,0.0385,80.57
2025-01,Area_9,T118,Paid Search,Google Ads,CAMP_003,PS_COMPETITOR_2025,235958,9903,650629.39,0.0420,65.70
2025-01,Area_9,T118,Paid Search,Google Ads,CAMP_004,PS_GENERIC_2025,142580,5652,390704.46,0.0396,69.13
2025-02,Area_9,T118,Paid Search,Google Ads,CAMP_001,PS_BRAND_2025,94783,5476,578597.60,0.0578,105.66
2025-02,Area_9,T118,Paid Search,Google Ads,CAMP_002,PS_NONBRAND_2025,185205,6166,158887.51,0.0333,25.77
2025-02,Area_9,T118,Paid Search,Google Ads,CAMP_003,PS_COMPETITOR_2025,37400,679,68721.71,0.0182,101.21
2025-02,Area_9,T118,Paid Search,Google Ads,CAMP_004,PS_GENERIC_2025,117753,6375,172089.31,0.0541,26.99
2025-03,Area_9,T118,Paid Search,Google Ads,CAMP_001,PS_BRAND_2025,181947,6137,465271.43,0.0337,75.81
2025-03,Area_9,T118,Paid Search,Google Ads,CAMP_002,PS_NONBRAND_2025,24746,1194,112741.69,0.0483,94.42
2025-03,Area_9,T118,Paid Search,Google Ads,CAMP_003,PS_COMPETITOR_2025,108898,3642,168122.10,0.0334,46.16
2025-03,Area_9,T118,Paid Search,Google Ads,CAMP_004,PS_GENERIC_2025,184411,5696,606120.36,0.0309,106.41
2025-04,Area_9,T118,Paid Search,Google Ads,CAMP_001,PS_BRAND_2025,211945,2725,217172.68,0.0129,79.70
2025-04,Area_9,T118,Paid Search,Google Ads,CAMP_002,PS_NONBRAND_2025,148357,2311,148143.14,0.0156,64.10
2025-04,Area_9,T118,Paid Search,Google Ads,CAMP_003,PS_COMPETITOR_2025,58655,1241,104514.47,0.0212,84.22
2025-04,Area_9,T118,Paid Search,Google Ads,CAMP_004,PS_GENERIC_2025,188482,3836,349762.97,0.0204,91.18
2025-05,Area_9,T118,Paid Search,Google Ads,CAMP_001,PS_BRAND_2025,269526,9408,1032686.38,0.0349,109.77
2025-05,Area_9,T118,Paid Search,Google Ads,CAMP_002,PS_NONBRAND_2025,286631,8057,685677.53,0.0281,85.10
2025-05,Area_9,T118,Paid Search,Google Ads,CAMP_003,PS_COMPETITOR_2025,103220,3115,160980.42,0.0302,51.68
2025-05,Area_9,T118,Paid Search,Google Ads,CAMP_004,PS_GENERIC_2025,141869,7230,658412.42,0.0510,91.07
2025-06,Area_9,T118,Paid Search,Google Ads,CAMP_001,PS_BRAND_2025,200587,3208,360111.72,0.0160,112.25
2025-06,Area_9,T118,Paid Search,Google Ads,CAMP_002,PS_NONBRAND_2025,272868,3208,83291.72,0.0118,25.96
2025-06,Area_9,T118,Paid Search,Google Ads,CAMP_003,PS_COMPETITOR_2025,36350,504,40150.62,0.0139,79.66
2025-06,Area_9,T118,Paid Search,Google Ads,CAMP_004,PS_GENERIC_2025,181961,10502,431599.95,0.0577,41.10
2025-07,Area_9,T118,Paid Search,Google Ads,CAMP_001,PS_BRAND_2025,117739,4062,255998.82,0.0345,63.02
2025-07,Area_9,T118,Paid Search,Google Ads,CAMP_002,PS_NONBRAND_2025,44336,1774,81174.48,0.0400,45.76
2025-07,Area_9,T118,Paid Search,Google Ads,CAMP_003,PS_COMPETITOR_2025,65420,2098,152984.08,0.0321,72.92
2025-07,Area_9,T118,Paid Search,Google Ads,CAMP_004,PS_GENERIC_2025,127596,3382,110156.78,0.0265,32.57
2025-08,Area_9,T118,Paid Search,Google Ads,CAMP_001,PS_BRAND_2025,99714,1789,44250.91,0.0179,24.73
2025-08,Area_9,T118,Paid Search,Google Ads,CAMP_002,PS_NONBRAND_2025,259939,13896,815629.48,0.0535,58.70
2025-08,Area_9,T118,Paid Search,Google Ads,CAMP_003,PS_COMPETITOR_2025,269720,16159,1102806.54,0.0599,68.25
2025-08,Area_9,T118,Paid Search,Google Ads,CAMP_004,PS_GENERIC_2025,215110,5433,625609.65,0.0253,115.15
2025-09,Area_9,T118,Paid Search,Google Ads,CAMP_001,PS_BRAND_2025,261337,6883,336952.27,0.0263,48.95
2025-09,Area_9,T118,Paid Search,Google Ads,CAMP_002,PS_NONBRAND_2025,91918,3504,266169.08,0.0381,75.96
2025-09,Area_9,T118,Paid Search,Google Ads,CAMP_003,PS_COMPETITOR_2025,127739,6225,444376.21,0.0487,71.39
2025-09,Area_9,T118,Paid Search,Google Ads,CAMP_004,PS_GENERIC_2025,254561,3662,130266.87,0.0144,35.57
2025-10,Area_9,T118,Paid Search,Google Ads,CAMP_001,PS_BRAND_2025,41094,1887,46388.82,0.0459,24.58
2025-10,Area_9,T118,Paid Search,Google Ads,CAMP_002,PS_NONBRAND_2025,178996,2447,118414.59,0.0137,48.39
2025-10,Area_9,T118,Paid Search,Google Ads,CAMP_003,PS_COMPETITOR_2025,51854,1162,67245.68,0.0224,57.87
2025-10,Area_9,T118,Paid Search,Google Ads,CAMP_004,PS_GENERIC_2025,299255,16651,669728.34,0.0556,40.22
2025-11,Area_9,T118,Paid Search,Google Ads,CAMP_001,PS_BRAND_2025,128871,5392,389209.37,0.0418,72.18
2025-11,Area_9,T118,Paid Search,Google Ads,CAMP_002,PS_NONBRAND_2025,235836,8115,487885.83,0.0344,60.12
2025-11,Area_9,T118,Paid Search,Google Ads,CAMP_003,PS_COMPETITOR_2025,153704,9184,346928.54,0.0598,37.78
2025-11,Area_9,T118,Paid Search,Google Ads,CAMP_004,PS_GENERIC_2025,169080,2439,270278.75,0.0144,110.82
2025-12,Area_9,T118,Paid Search,Google Ads,CAMP_001,PS_BRAND_2025,50579,2675,69055.42,0.0529,25.82
2025-12,Area_9,T118,Paid Search,Google Ads,CAMP_002,PS_NONBRAND_2025,133204,6700,274285.49,0.0503,40.94
2025-12,Area_9,T118,Paid Search,Google Ads,CAMP_003,PS_COMPETITOR_2025,298409,4440,195557.83,0.0149,44.04
2025-12,Area_9,T118,Paid Search,Google Ads,CAMP_004,PS_GENERIC_2025,209721,10851,910434.16,0.0517,83.90
2025-01,Area_15,T193,Paid Search,Google Ads,CAMP_001,PS_BRAND_2025,229742,13457,894704.16,0.0586,66.49
2025-01,Area_15,T193,Paid Search,Google Ads,CAMP_002,PS_NONBRAND_2025,163499,2025,70390.38,0.0124,34.76
2025-01,Area_15,T193,Paid Search,Google Ads,CAMP_003,PS_COMPETITOR_2025,141359,7279,795344.44,0.0515,109.27
2025-01,Area_15,T193,Paid Search,Google Ads,CAMP_004,PS_GENERIC_2025,292426,11984,1339046.60,0.0410,111.74
2025-02,Area_15,T193,Paid Search,Google Ads,CAMP_001,PS_BRAND_2025,144135,2187,143863.85,0.0152,65.78
2025-02,Area_15,T193,Paid Search,Google Ads,CAMP_002,PS_NONBRAND_2025,288329,16998,1687922.48,0.0590,99.30
2025-02,Area_15,T193,Paid Search,Google Ads,CAMP_003,PS_COMPETITOR_2025,299567,3255,388646.26,0.0109,119.40
2025-02,Area_15,T193,Paid Search,Google Ads,CAMP_004,PS_GENERIC_2025,138222,6307,392788.82,0.0456,62.28
2025-03,Area_15,T193,Paid Search,Google Ads,CAMP_001,PS_BRAND_2025,154643,7807,899946.36,0.0505,115.27
2025-03,Area_15,T193,Paid Search,Google Ads,CAMP_002,PS_NONBRAND_2025,176778,4167,97169.29,0.0236,23.32
2025-03,Area_15,T193,Paid Search,Google Ads,CAMP_003,PS_COMPETITOR_2025,221637,8672,448280.83,0.0391,51.69
2025-03,Area_15,T193,Paid Search,Google Ads,CAMP_004,PS_GENERIC_2025,118908,5001,561913.69,0.0421,112.36
2025-04,Area_15,T193,Paid Search,Google Ads,CAMP_001,PS_BRAND_2025,146170,4112,467021.62,0.0281,113.58
2025-04,Area_15,T193,Paid Search,Google Ads,CAMP_002,PS_NONBRAND_2025,77602,1274,89050.18,0.0164,69.90
2025-04,Area_15,T193,Paid Search,Google Ads,CAMP_003,PS_COMPETITOR_2025,282537,16054,830659.86,0.0568,51.74
2025-04,Area_15,T193,Paid Search,Google Ads,CAMP_004,PS_GENERIC_2025,65909,3092,307702.93,0.0469,99.52
2025-05,Area_15,T193,Paid Search,Google Ads,CAMP_001,PS_BRAND_2025,240691,9727,546802.12,0.0404,56.21
2025-05,Area_15,T193,Paid Search,Google Ads,CAMP_002,PS_NONBRAND_2025,253336,12423,1022040.70,0.0490,82.27
2025-05,Area_15,T193,Paid Search,Google Ads,CAMP_003,PS_COMPETITOR_2025,225873,9606,534227.28,0.0425,55.61
2025-05,Area_15,T193,Paid Search,Google Ads,CAMP_004,PS_GENERIC_2025,116777,2891,235703.57,0.0248,81.53
2025-06,Area_15,T193,Paid Search,Google Ads,CAMP_001,PS_BRAND_2025,111612,6251,405777.22,0.0560,64.91
2025-06,Area_15,T193,Paid Search,Google Ads,CAMP_002,PS_NONBRAND_2025,249561,3583,336371.07,0.0144,93.88
2025-06,Area_15,T193,Paid Search,Google Ads,CAMP_003,PS_COMPETITOR_2025,250205,8511,999446.50,0.0340,117.43
2025-06,Area_15,T193,Paid Search,Google Ads,CAMP_004,PS_GENERIC_2025,48087,1318,136149.10,0.0274,103.30
2025-07,Area_15,T193,Paid Search,Google Ads,CAMP_001,PS_BRAND_2025,32803,1794,187788.07,0.0547,104.68
2025-07,Area_15,T193,Paid Search,Google Ads,CAMP_002,PS_NONBRAND_2025,222382,10959,1205902.08,0.0493,110.04
2025-07,Area_15,T193,Paid Search,Google Ads,CAMP_003,PS_COMPETITOR_2025,202957,11803,647973.02,0.0582,54.90
2025-07,Area_15,T193,Paid Search,Google Ads,CAMP_004,PS_GENERIC_2025,259066,15408,1045945.60,0.0595,67.88
2025-08,Area_15,T193,Paid Search,Google Ads,CAMP_001,PS_BRAND_2025,229112,13558,1459857.46,0.0592,107.67
2025-08,Area_15,T193,Paid Search,Google Ads,CAMP_002,PS_NONBRAND_2025,189924,7098,389347.86,0.0374,54.85
2025-08,Area_15,T193,Paid Search,Google Ads,CAMP_003,PS_COMPETITOR_2025,74457,3910,104660.35,0.0525,26.77
2025-08,Area_15,T193,Paid Search,Google Ads,CAMP_004,PS_GENERIC_2025,232078,8556,409802.83,0.0369,47.90
2025-09,Area_15,T193,Paid Search,Google Ads,CAMP_001,PS_BRAND_2025,202403,10506,232854.27,0.0519,22.16
2025-09,Area_15,T193,Paid Search,Google Ads,CAMP_002,PS_NONBRAND_2025,293482,11535,1133585.64,0.0393,98.27
2025-09,Area_15,T193,Paid Search,Google Ads,CAMP_003,PS_COMPETITOR_2025,263747,7512,310348.59,0.0285,41.31
2025-09,Area_15,T193,Paid Search,Google Ads,CAMP_004,PS_GENERIC_2025,224933,2474,184675.90,0.0110,74.65
2025-10,Area_15,T193,Paid Search,Google Ads,CAMP_001,PS_BRAND_2025,138411,8140,560158.95,0.0588,68.82
2025-10,Area_15,T193,Paid Search,Google Ads,CAMP_002,PS_NONBRAND_2025,129537,5433,212276.01,0.0419,39.07
2025-10,Area_15,T193,Paid Search,Google Ads,CAMP_003,PS_COMPETITOR_2025,101238,4551,330027.50,0.0450,72.52
2025-10,Area_15,T193,Paid Search,Google Ads,CAMP_004,PS_GENERIC_2025,110853,5351,115767.10,0.0483,21.63
2025-11,Area_15,T193,Paid Search,Google Ads,CAMP_001,PS_BRAND_2025,208398,5786,311408.25,0.0278,53.82
2025-11,Area_15,T193,Paid Search,Google Ads,CAMP_002,PS_NONBRAND_2025,171321,5085,240351.67,0.0297,47.27
2025-11,Area_15,T193,Paid Search,Google Ads,CAMP_003,PS_COMPETITOR_2025,189449,8713,900758.05,0.0460,103.38
2025-11,Area_15,T193,Paid Search,Google Ads,CAMP_004,PS_GENERIC_2025,110214,2022,237418.09,0.0183,117.42
2025-12,Area_15,T193,Paid Search,Google Ads,CAMP_001,PS_BRAND_2025,42593,1385,38608.39,0.0325,27.88
2025-12,Area_15,T193,Paid Search,Google Ads,CAMP_002,PS_NONBRAND_2025,193708,3271,284964.98,0.0169,87.12
2025-12,Area_15,T193,Paid Search,Google Ads,CAMP_003,PS_COMPETITOR_2025,236989,11436,912234.89,0.0483,79.77
2025-12,Area_15,T193,Paid Search,Google Ads,CAMP_004,PS_GENERIC_2025,63638,2625,187144.04,0.0412,71.29
2025-01,Area_1,T003,Paid Search,Google Ads,CAMP_001,PS_BRAND_2025,274286,14909,371598.48,0.0544,24.92
2025-01,Area_1,T003,Paid Search,Google Ads,CAMP_002,PS_NONBRAND_2025,161112,6218,738073.54,0.0386,118.70
2025-01,Area_1,T003,Paid Search,Google Ads,CAMP_003,PS_COMPETITOR_2025,268066,2822,299599.65,0.0105,106.17
2025-01,Area_1,T003,Paid Search,Google Ads,CAMP_004,PS_GENERIC_2025,165384,2874,193579.37,0.0174,67.36
2025-02,Area_1,T003,Paid Search,Google Ads,CAMP_001,PS_BRAND_2025,181071,4346,450731.97,0.0240,103.71
2025-02,Area_1,T003,Paid Search,Google Ads,CAMP_002,PS_NONBRAND_2025,23768,710,44262.59,0.0299,62.34
2025-02,Area_1,T003,Paid Search,Google Ads,CAMP_003,PS_COMPETITOR_2025,28002,584,52172.38,0.0209,89.34
2025-02,Area_1,T003,Paid Search,Google Ads,CAMP_004,PS_GENERIC_2025,100800,2631,56146.81,0.0261,21.34
2025-03,Area_1,T003,Paid Search,Google Ads,CAMP_001,PS_BRAND_2025,53743,2107,232301.50,0.0392,110.25
2025-03,Area_1,T003,Paid Search,Google Ads,CAMP_002,PS_NONBRAND_2025,150864,3254,146997.65,0.0216,45.17
2025-03,Area_1,T003,Paid Search,Google Ads,CAMP_003,PS_COMPETITOR_2025,192391,5517,458953.53,0.0287,83.19
2025-03,Area_1,T003,Paid Search,Google Ads,CAMP_004,PS_GENERIC_2025,164848,8456,415445.66,0.0513,49.13
2025-04,Area_1,T003,Paid Search,Google Ads,CAMP_001,PS_BRAND_2025,97585,5466,342988.15,0.0560,62.75
2025-04,Area_1,T003,Paid Search,Google Ads,CAMP_002,PS_NONBRAND_2025,279517,8370,824856.33,0.0299,98.55
2025-04,Area_1,T003,Paid Search,Google Ads,CAMP_003,PS_COMPETITOR_2025,279970,12380,1018662.60,0.0442,82.28
2025-04,Area_1,T003,Paid Search,Google Ads,CAMP_004,PS_GENERIC_2025,264000,9226,917402.44,0.0349,99.44
2025-05,Area_1,T003,Paid Search,Google Ads,CAMP_001,PS_BRAND_2025,153878,3324,211641.27,0.0216,63.67
2025-05,Area_1,T003,Paid Search,Google Ads,CAMP_002,PS_NONBRAND_2025,44718,1083,56076.16,0.0242,51.78
2025-05,Area_1,T003,Paid Search,Google Ads,CAMP_003,PS_COMPETITOR_2025,150293,7123,539079.41,0.0474,75.68
2025-05,Area_1,T003,Paid Search,Google Ads,CAMP_004,PS_GENERIC_2025,96820,3659,80772.01,0.0378,22.07
2025-06,Area_1,T003,Paid Search,Google Ads,CAMP_001,PS_BRAND_2025,245751,11709,411550.41,0.0476,35.15
2025-06,Area_1,T003,Paid Search,Google Ads,CAMP_002,PS_NONBRAND_2025,254501,8688,482781.20,0.0341,55.57
2025-06,Area_1,T003,Paid Search,Google Ads,CAMP_003,PS_COMPETITOR_2025,114437,5071,210885.85,0.0443,41.59
2025-06,Area_1,T003,Paid Search,Google Ads,CAMP_004,PS_GENERIC_2025,192492,2808,230017.22,0.0146,81.91
2025-07,Area_1,T003,Paid Search,Google Ads,CAMP_001,PS_BRAND_2025,77402,3140,84444.87,0.0406,26.89
2025-07,Area_1,T003,Paid Search,Google Ads,CAMP_002,PS_NONBRAND_2025,223567,7384,177951.38,0.0330,24.10
2025-07,Area_1,T003,Paid Search,Google Ads,CAMP_003,PS_COMPETITOR_2025,229125,9113,842687.76,0.0398,92.47
2025-07,Area_1,T003,Paid Search,Google Ads,CAMP_004,PS_GENERIC_2025,50568,1496,84583.02,0.0296,56.54
2025-08,Area_1,T003,Paid Search,Google Ads,CAMP_001,PS_BRAND_2025,250066,11261,251031.98,0.0450,22.29
2025-08,Area_1,T003,Paid Search,Google Ads,CAMP_002,PS_NONBRAND_2025,22355,1001,78120.97,0.0448,78.04
2025-08,Area_1,T003,Paid Search,Google Ads,CAMP_003,PS_COMPETITOR_2025,131151,1537,80809.29,0.0117,52.58
2025-08,Area_1,T003,Paid Search,Google Ads,CAMP_004,PS_GENERIC_2025,81788,4700,99273.82,0.0575,21.12
2025-09,Area_1,T003,Paid Search,Google Ads,CAMP_001,PS_BRAND_2025,123578,4734,207313.30,0.0383,43.79
2025-09,Area_1,T003,Paid Search,Google Ads,CAMP_002,PS_NONBRAND_2025,59056,2282,83617.09,0.0386,36.64
2025-09,Area_1,T003,Paid Search,Google Ads,CAMP_003,PS_COMPETITOR_2025,228294,7728,824125.61,0.0339,106.64
2025-09,Area_1,T003,Paid Search,Google Ads,CAMP_004,PS_GENERIC_2025,30011,1453,83843.38,0.0484,57.70
2025-10,Area_1,T003,Paid Search,Google Ads,CAMP_001,PS_BRAND_2025,20814,989,115805.99,0.0475,117.09
2025-10,Area_1,T003,Paid Search,Google Ads,CAMP_002,PS_NONBRAND_2025,23825,966,107219.21,0.0405,110.99
2025-10,Area_1,T003,Paid Search,Google Ads,CAMP_003,PS_COMPETITOR_2025,243923,9310,257154.94,0.0382,27.62
2025-10,Area_1,T003,Paid Search,Google Ads,CAMP_004,PS_GENERIC_2025,77899,1049,74329.82,0.0135,70.86
2025-11,Area_1,T003,Paid Search,Google Ads,CAMP_001,PS_BRAND_2025,280321,15168,823999.47,0.0541,54.32
2025-11,Area_1,T003,Paid Search,Google Ads,CAMP_002,PS_NONBRAND_2025,143355,8268,316776.33,0.0577,38.31
2025-11,Area_1,T003,Paid Search,Google Ads,CAMP_003,PS_COMPETITOR_2025,224775,4625,376505.06,0.0206,81.41
2025-11,Area_1,T003,Paid Search,Google Ads,CAMP_004,PS_GENERIC_2025,81377,842,32106.56,0.0103,38.13
2025-12,Area_1,T003,Paid Search,Google Ads,CAMP_001,PS_BRAND_2025,32987,457,24827.31,0.0139,54.33
2025-12,Area_1,T003,Paid Search,Google Ads,CAMP_002,PS_NONBRAND_2025,207522,7248,283161.93,0.0349,39.07
2025-12,Area_1,T003,Paid Search,Google Ads,CAMP_003,PS_COMPETITOR_2025,208467,6331,373553.23,0.0304,59.00
2025-12,Area_1,T003,Paid Search,Google Ads,CAMP_004,PS_GENERIC_2025,283431,5580,280975.83,0.0197,50.35
2025-01,Area_12,T160,Paid Search,Google Ads,CAMP_001,PS_BRAND_2025,152844,8072,936836.97,0.0528,116.06
2025-01,Area_12,T160,Paid Search,Google Ads,CAMP_002,PS_NONBRAND_2025,255576,3489,275403.72,0.0137,78.93
2025-01,Area_12,T160,Paid Search,Google Ads,CAMP_003,PS_COMPETITOR_2025,297085,12816,1338417.88,0.0431,104.43
2025-01,Area_12,T160,Paid Search,Google Ads,CAMP_004,PS_GENERIC_2025,21046,714,27569.84,0.0339,38.61
2025-02,Area_12,T160,Paid Search,Google Ads,CAMP_001,PS_BRAND_2025,114135,1741,96864.80,0.0153,55.64
2025-02,Area_12,T160,Paid Search,Google Ads,CAMP_002,PS_NONBRAND_2025,255787,8507,243733.44,0.0333,28.65
2025-02,Area_12,T160,Paid Search,Google Ads,CAMP_003,PS_COMPETITOR_2025,291367,7117,722129.57,0.0244,101.47
2025-02,Area_12,T160,Paid Search,Google Ads,CAMP_004,PS_GENERIC_2025,70044,2833,58498.48,0.0404,20.65
2025-03,Area_12,T160,Paid Search,Google Ads,CAMP_001,PS_BRAND_2025,223074,2914,321796.04,0.0131,110.43
2025-03,Area_12,T160,Paid Search,Google Ads,CAMP_002,PS_NONBRAND_2025,89776,1483,147938.97,0.0165,99.76
2025-03,Area_12,T160,Paid Search,Google Ads,CAMP_003,PS_COMPETITOR_2025,196251,7011,201551.95,0.0357,28.75
2025-03,Area_12,T160,Paid Search,Google Ads,CAMP_004,PS_GENERIC_2025,232243,3405,157825.65,0.0147,46.35
2025-04,Area_12,T160,Paid Search,Google Ads,CAMP_001,PS_BRAND_2025,201027,7504,840422.88,0.0373,112.00
2025-04,Area_12,T160,Paid Search,Google Ads,CAMP_002,PS_NONBRAND_2025,80693,1966,176412.04,0.0244,89.73
2025-04,Area_12,T160,Paid Search,Google Ads,CAMP_003,PS_COMPETITOR_2025,243853,3030,286117.12,0.0124,94.43
2025-04,Area_12,T160,Paid Search,Google Ads,CAMP_004,PS_GENERIC_2025,127904,5568,469735.29,0.0435,84.36
2025-05,Area_12,T160,Paid Search,Google Ads,CAMP_001,PS_BRAND_2025,298271,14230,629566.64,0.0477,44.24
2025-05,Area_12,T160,Paid Search,Google Ads,CAMP_002,PS_NONBRAND_2025,32473,1122,56867.24,0.0346,50.68
2025-05,Area_12,T160,Paid Search,Google Ads,CAMP_003,PS_COMPETITOR_2025,33714,1919,120384.59,0.0569,62.73
2025-05,Area_12,T160,Paid Search,Google Ads,CAMP_004,PS_GENERIC_2025,232875,7806,386575.17,0.0335,49.52
2025-06,Area_12,T160,Paid Search,Google Ads,CAMP_001,PS_BRAND_2025,51516,2884,319467.99,0.0560,110.77
