CONGRESS_INTERACTION_ID,CUSTOMER_ID,TIER,CONGRESS_NAME,MODE,START_TIME,END_TIME,INVITATION_SENT,REGISTERED,ATTENDED,SESSIONS_ATTENDED,MINUTES_SPENT,PARTICIPATION_TYPE,BOOTH_VISIT,MSL_MEETING,INTENT_SCORE,POST_CONGRESS_FOLLOWUP
CON03493,5827237594,tier_1,Future Care 360,Hybrid,2025-09-24 14:00:00.000,2025-09-24 20:00:00.000,true,true,true,3,135,Delegate,false,true,5,true
CON03494,4170533137,tier_2,World Therapy Connect,Hybrid,2025-04-29 12:00:00.000,2025-04-29 16:00:00.000,true,false,false,0,0,Speaker,false,false,3,false
CON03495,8308871636,tier_1,Med Innovation Hub,Virtual,2025-06-16 14:00:00.000,2025-06-16 17:00:00.000,true,true,true,3,180,Speaker,false,false,3,false
CON03496,3244217673,tier_1,Clinical Excellence Y,Physical,2025-04-18 11:00:00.000,2025-04-18 13:00:00.000,true,true,true,3,120,Delegate,true,true,4,true
CON03497,4865822773,tier_2,Global Med Summit A,Physical,2025-07-28 11:00:00.000,2025-07-28 19:00:00.000,true,true,false,0,0,Delegate,false,false,1,false
CON03498,9069793608,tier_1,Health Forum X,Hybrid,2025-06-16 11:00:00.000,2025-06-16 17:00:00.000,true,false,false,0,0,Delegate,false,false,1,true
CON03499,7051483776,tier_2,Clinical Excellence Y,Physical,2025-05-11 14:00:00.000,2025-05-11 20:00:00.000,true,true,true,6,270,Delegate,true,true,5,true
CON03500,6390125357,tier_1,Clinical Excellence Y,Hybrid,2025-09-16 12:00:00.000,2025-09-16 14:00:00.000,true,true,true,6,270,Delegate,true,true,5,true
CON03501,1052463130,tier_2,Global Med Summit A,Hybrid,2025-08-07 15:00:00.000,2025-08-07 20:00:00.000,true,false,false,0,0,Speaker,false,false,1,true
CON03502,3723538361,tier_2,Health Forum X,Virtual,2025-01-04 11:00:00.000,2025-01-04 17:00:00.000,true,true,true,6,240,Delegate,false,false,4,true
CON03503,8450290869,tier_1,World Therapy Connect,Hybrid,2025-11-04 13:00:00.000,2025-11-04 19:00:00.000,true,true,true,3,120,Delegate,true,false,3,false
CON03504,6600771960,tier_2,Med Innovation Hub,Hybrid,2025-01-30 16:00:00.000,2025-01-30 20:00:00.000,true,true,true,2,120,Delegate,false,false,3,true
CON03505,8230739413,tier_1,Therapy Advance Z,Physical,2025-12-25 15:00:00.000,2025-12-25 18:00:00.000,true,true,true,5,225,Delegate,true,false,5,true
CON03506,9836838206,tier_1,Health Forum X,Hybrid,2025-03-31 08:00:00.000,2025-03-31 10:00:00.000,true,false,false,0,0,Delegate,false,false,2,false
CON03507,9477459298,tier_1,Therapy Advance Z,Hybrid,2025-12-01 09:00:00.000,2025-12-01 11:00:00.000,true,true,true,6,240,Speaker,false,false,3,true
CON03508,4669770275,tier_2,Therapy Advance Z,Hybrid,2025-07-09 09:00:00.000,2025-07-09 16:00:00.000,true,true,true,4,120,Delegate,true,false,4,false
CON03509,2352021382,tier_2,Clinical Excellence Y,Physical,2025-12-14 14:00:00.000,2025-12-14 20:00:00.000,true,true,false,0,0,Delegate,false,false,1,true
CON03510,5842889994,tier_1,Health Forum X,Physical,2025-08-29 13:00:00.000,2025-08-29 21:00:00.000,true,true,true,2,90,Delegate,false,true,5,true
CON03511,5127521136,tier_1,Clinical Excellence Y,Physical,2025-12-02 14:00:00.000,2025-12-02 18:00:00.000,true,true,true,5,225,Delegate,true,true,5,true
CON03512,2547778308,tier_1,Med Innovation Hub,Physical,2025-08-22 10:00:00.000,2025-08-22 12:00:00.000,true,true,true,3,180,Delegate,false,false,3,false
CON03513,6737820387,tier_1,Clinical Excellence Y,Virtual,2025-10-19 16:00:00.000,2025-10-19 20:00:00.000,true,true,true,4,180,Delegate,true,false,3,true
CON03514,7856784796,tier_1,Clinical Excellence Y,Physical,2025-04-01 10:00:00.000,2025-04-01 14:00:00.000,true,false,false,0,0,Delegate,false,false,1,true
CON03515,9812996672,tier_1,Global Med Summit A,Physical,2025-09-08 12:00:00.000,2025-09-08 17:00:00.000,true,true,true,1,45,Speaker,true,true,3,true
CON03516,4153942930,tier_1,Health Forum X,Hybrid,2025-12-24 14:00:00.000,2025-12-24 16:00:00.000,true,false,false,0,0,Speaker,false,false,1,true
CON03517,4859294631,tier_2,World Therapy Connect,Virtual,2025-12-01 16:00:00.000,2025-12-01 23:00:00.000,true,true,true,3,180,Delegate,true,false,3,true
CON03518,7809016777,tier_2,Therapy Advance Z,Physical,2025-08-26 08:00:00.000,2025-08-26 11:00:00.000,true,true,true,5,150,Delegate,true,true,5,true
CON03519,7499809674,tier_2,Clinical Excellence Y,Hybrid,2025-04-12 12:00:00.000,2025-04-12 17:00:00.000,true,true,true,4,180,Chairperson,false,false,5,true
CON03520,7563798065,tier_1,Health Forum X,Hybrid,2025-08-04 16:00:00.000,2025-08-04 19:00:00.000,true,true,true,3,90,Delegate,false,false,3,true
CON03521,5067575170,tier_2,World Therapy Connect,Physical,2025-05-01 11:00:00.000,2025-05-01 14:00:00.000,true,true,false,0,0,Chairperson,false,false,3,false
CON03522,9570024041,tier_2,Clinical Excellence Y,Virtual,2025-12-13 11:00:00.000,2025-12-13 14:00:00.000,true,true,true,5,200,Chairperson,false,true,5,true
CON03523,5842889994,tier_1,Health Forum X,Physical,2025-08-29 13:00:00.000,2025-08-29 21:00:00.000,true,true,true,2,90,Delegate,false,true,5,true
CON03524,7939795928,tier_1,Global Med Summit A,Virtual,2025-05-29 14:00:00.000,2025-05-29 17:00:00.000,true,true,true,5,150,Delegate,true,false,5,true
CON03525,1276163066,tier_2,Health Forum X,Hybrid,2025-07-20 13:00:00.000,2025-07-20 16:00:00.000,true,true,true,3,120,Chairperson,true,true,3,false
CON03526,9784646453,tier_2,World Therapy Connect,Virtual,2025-12-11 11:00:00.000,2025-12-11 16:00:00.000,true,false,false,0,0,Delegate,false,false,3,false
CON03527,1764922175,tier_1,Global Med Summit A,Physical,2025-07-18 15:00:00.000,2025-07-18 20:00:00.000,true,true,true,2,120,Chairperson,true,false,5,true
CON03528,1588203178,tier_1,Therapy Advance Z,Physical,2025-01-12 10:00:00.000,2025-01-12 18:00:00.000,true,false,false,0,0,Delegate,false,false,1,true
CON03529,7906535231,tier_1,Clinical Excellence Y,Virtual,2025-11-06 13:00:00.000,2025-11-06 19:00:00.000,true,false,false,0,0,Delegate,false,false,3,true
CON03530,4457275161,tier_2,Therapy Advance Z,Physical,2025-10-19 11:00:00.000,2025-10-19 19:00:00.000,true,true,false,0,0,Delegate,false,false,2,false
CON03531,1884882830,tier_2,Clinical Excellence Y,Hybrid,2025-07-24 15:00:00.000,2025-07-24 23:00:00.000,true,false,false,0,0,Delegate,false,false,2,true
CON03532,5669457205,tier_1,Global Med Summit A,Virtual,2025-06-13 12:00:00.000,2025-06-13 19:00:00.000,true,true,true,3,180,Delegate,false,true,5,true
CON03533,2187969199,tier_1,Clinical Excellence Y,Physical,2025-05-13 13:00:00.000,2025-05-13 16:00:00.000,true,true,false,0,0,Delegate,false,false,2,false
CON03534,8043876553,tier_1,Global Med Summit A,Virtual,2025-12-12 09:00:00.000,2025-12-12 15:00:00.000,true,true,true,4,180,Delegate,true,true,5,true
CON03535,7266943772,tier_1,Med Innovation Hub,Hybrid,2025-02-25 10:00:00.000,2025-02-25 16:00:00.000,true,false,false,0,0,Delegate,false,false,3,true
CON03536,5466934361,tier_1,World Therapy Connect,Physical,2025-07-31 11:00:00.000,2025-07-31 17:00:00.000,true,true,true,4,160,Delegate,false,true,5,false
CON03537,5318248451,tier_2,Global Med Summit A,Physical,2025-05-25 08:00:00.000,2025-05-25 15:00:00.000,true,true,true,5,225,Delegate,true,false,3,true
CON03538,3285360497,tier_2,Therapy Advance Z,Virtual,2025-01-02 08:00:00.000,2025-01-02 10:00:00.000,true,false,false,0,0,Speaker,false,false,3,false
CON03539,1939565669,tier_1,Health Forum X,Hybrid,2025-07-09 11:00:00.000,2025-07-09 17:00:00.000,true,false,false,0,0,Delegate,false,false,1,true
CON03540,6789424692,tier_2,Therapy Advance Z,Virtual,2025-01-17 12:00:00.000,2025-01-17 14:00:00.000,true,true,true,1,45,Delegate,false,false,5,true
CON03541,2986708876,tier_1,World Therapy Connect,Physical,2025-09-22 13:00:00.000,2025-09-22 20:00:00.000,true,true,true,6,270,Delegate,true,true,3,true
CON03542,6694647088,tier_1,Med Innovation Hub,Virtual,2025-12-24 13:00:00.000,2025-12-24 15:00:00.000,true,false,false,0,0,Delegate,false,false,3,true
CON03543,6584091909,tier_1,World Therapy Connect,Physical,2025-09-18 10:00:00.000,2025-09-18 12:00:00.000,true,true,true,2,90,Delegate,true,false,4,false
CON03544,5979700933,tier_1,Global Med Summit A,Physical,2025-04-03 13:00:00.000,2025-04-03 19:00:00.000,true,true,true,4,160,Delegate,true,true,5,true
CON03545,6400992209,tier_2,Med Innovation Hub,Physical,2025-08-20 11:00:00.000,2025-08-20 17:00:00.000,true,true,true,1,30,Delegate,true,true,3,false
CON03546,2495729896,tier_2,Therapy Advance Z,Virtual,2025-08-09 09:00:00.000,2025-08-09 12:00:00.000,true,true,true,2,80,Delegate,false,false,3,false
CON03547,1052463130,tier_2,Global Med Summit A,Hybrid,2025-08-07 15:00:00.000,2025-08-07 20:00:00.000,true,false,false,0,0,Speaker,false,false,1,true
CON03548,9951056065,tier_2,Clinical Excellence Y,Hybrid,2025-01-11 12:00:00.000,2025-01-11 16:00:00.000,true,true,true,5,150,Speaker,false,true,3,true
CON03549,7677740449,tier_1,Global Med Summit A,Physical,2025-12-15 13:00:00.000,2025-12-15 18:00:00.000,true,true,true,2,60,Delegate,true,false,4,true
CON03550,6745820152,tier_1,Global Med Summit A,Virtual,2025-12-21 14:00:00.000,2025-12-21 17:00:00.000,true,true,true,2,90,Speaker,false,false,4,true
CON03551,5121511428,tier_2,Future Care 360,Virtual,2025-09-10 09:00:00.000,2025-09-10 14:00:00.000,true,true,true,6,240,Speaker,false,false,3,false
CON03552,2992858485,tier_1,Therapy Advance Z,Hybrid,2025-04-22 14:00:00.000,2025-04-22 17:00:00.000,true,true,true,6,270,Delegate,false,false,4,true
CON03553,1221742888,tier_1,Future Care 360,Virtual,2025-11-15 13:00:00.000,2025-11-15 18:00:00.000,true,false,false,0,0,Delegate,false,false,3,false
CON03554,3725603621,tier_2,Future Care 360,Virtual,2025-02-22 16:00:00.000,2025-02-22 18:00:00.000,true,true,true,2,60,Delegate,true,false,5,true
CON03555,2153761705,tier_2,Global Med Summit A,Virtual,2025-05-16 11:00:00.000,2025-05-16 14:00:00.000,true,false,false,0,0,Delegate,false,false,2,true
CON03556,7876357307,tier_1,Health Forum X,Hybrid,2025-02-27 13:00:00.000,2025-02-27 16:00:00.000,true,true,true,1,40,Delegate,false,true,4,false
CON03557,5847978496,tier_2,Therapy Advance Z,Physical,2025-01-16 14:00:00.000,2025-01-16 18:00:00.000,true,true,true,4,120,Delegate,true,false,4,true
CON03558,7315610462,tier_2,Global Med Summit A,Hybrid,2025-06-16 12:00:00.000,2025-06-16 17:00:00.000,true,true,true,2,120,Delegate,true,false,3,false
CON03559,9969327613,tier_2,World Therapy Connect,Physical,2025-10-17 11:00:00.000,2025-10-17 14:00:00.000,true,true,true,5,200,Delegate,true,false,4,true
CON03560,7571001696,tier_1,Therapy Advance Z,Virtual,2025-07-02 08:00:00.000,2025-07-02 14:00:00.000,true,true,true,2,60,Chairperson,false,false,4,true
CON03561,8267014009,tier_2,Health Forum X,Hybrid,2025-01-27 16:00:00.000,2025-01-27 23:00:00.000,true,true,true,2,60,Delegate,true,false,4,false
CON03562,2085619981,tier_2,Med Innovation Hub,Hybrid,2025-08-06 08:00:00.000,2025-08-06 12:00:00.000,true,true,true,3,135,Delegate,false,false,3,true
CON03563,3837837130,tier_2,World Therapy Connect,Hybrid,2025-04-09 08:00:00.000,2025-04-09 11:00:00.000,true,true,false,0,0,Delegate,false,false,1,false
CON03564,6191229050,tier_2,Clinical Excellence Y,Physical,2025-03-14 13:00:00.000,2025-03-14 19:00:00.000,true,true,true,6,270,Chairperson,false,false,4,false
CON03565,4053185874,tier_2,Global Med Summit A,Virtual,2025-06-05 10:00:00.000,2025-06-05 17:00:00.000,true,true,true,3,135,Speaker,false,false,3,true
CON03566,8003615395,tier_2,Therapy Advance Z,Virtual,2025-08-14 16:00:00.000,2025-08-15 00:00:00.000,true,true,true,3,135,Delegate,true,false,5,true
CON03567,4288203757,tier_1,Med Innovation Hub,Virtual,2025-08-19 10:00:00.000,2025-08-19 18:00:00.000,true,true,false,0,0,Delegate,false,false,3,true
CON03568,3579823819,tier_2,Global Med Summit A,Physical,2025-05-12 13:00:00.000,2025-05-12 20:00:00.000,true,true,true,6,240,Delegate,true,true,4,true
CON03569,1505523844,tier_2,World Therapy Connect,Physical,2025-07-30 09:00:00.000,2025-07-30 13:00:00.000,true,true,true,4,240,Delegate,true,true,5,false
CON03570,5475589543,tier_2,Health Forum X,Physical,2025-07-09 11:00:00.000,2025-07-09 18:00:00.000,true,true,false,0,0,Delegate,false,false,1,false
CON03571,5256215653,tier_2,World Therapy Connect,Physical,2025-01-23 15:00:00.000,2025-01-23 17:00:00.000,true,true,true,2,80,Delegate,true,false,3,true
CON03572,3926998899,tier_2,Therapy Advance Z,Hybrid,2025-10-19 14:00:00.000,2025-10-19 21:00:00.000,true,true,true,4,120,Delegate,false,false,3,true
CON03573,7259185414,tier_2,Med Innovation Hub,Physical,2025-11-27 11:00:00.000,2025-11-27 15:00:00.000,true,false,false,0,0,Delegate,false,false,3,false
CON03574,6778964789,tier_1,Health Forum X,Hybrid,2025-09-13 15:00:00.000,2025-09-13 20:00:00.000,true,true,true,4,240,Delegate,true,true,4,true
CON03575,7061332198,tier_2,Med Innovation Hub,Hybrid,2025-10-12 13:00:00.000,2025-10-12 16:00:00.000,true,true,true,5,225,Delegate,true,true,4,true
CON03576,7927701536,tier_2,Med Innovation Hub,Virtual,2025-10-03 10:00:00.000,2025-10-03 14:00:00.000,true,true,false,0,0,Delegate,false,false,3,true
CON03577,6681685624,tier_2,Clinical Excellence Y,Physical,2025-07-04 16:00:00.000,2025-07-04 22:00:00.000,true,true,true,2,90,Delegate,true,true,3,false
CON03578,8205087299,tier_2,Therapy Advance Z,Physical,2025-06-19 11:00:00.000,2025-06-19 18:00:00.000,true,false,false,0,0,Delegate,false,false,2,false
CON03579,8285682378,tier_2,Health Forum X,Virtual,2025-08-19 10:00:00.000,2025-08-19 12:00:00.000,true,false,false,0,0,Speaker,false,false,1,false
CON03580,6061066105,tier_2,World Therapy Connect,Physical,2025-12-17 11:00:00.000,2025-12-17 16:00:00.000,true,false,false,0,0,Speaker,false,false,3,true
CON03581,3393446511,tier_1,Med Innovation Hub,Hybrid,2025-07-29 12:00:00.000,2025-07-29 18:00:00.000,true,true,true,1,40,Speaker,false,false,3,true
CON03582,8491266726,tier_2,Med Innovation Hub,Hybrid,2025-11-07 15:00:00.000,2025-11-07 23:00:00.000,true,true,true,3,120,Delegate,true,false,4,true
CON03583,2586226829,tier_2,Med Innovation Hub,Hybrid,2025-05-05 13:00:00.000,2025-05-05 18:00:00.000,true,true,true,2,120,Delegate,false,true,4,true
CON03584,3821859923,tier_2,World Therapy Connect,Hybrid,2025-08-17 10:00:00.000,2025-08-17 17:00:00.000,true,false,false,0,0,Delegate,false,false,3,true
CON03585,1006110268,tier_2,Global Med Summit A,Hybrid,2025-11-16 10:00:00.000,2025-11-16 17:00:00.000,true,false,false,0,0,Chairperson,false,false,3,true
CON03586,4667084119,tier_1,World Therapy Connect,Physical,2025-04-28 14:00:00.000,2025-04-28 20:00:00.000,true,true,true,3,90,Delegate,true,false,5,true
CON03587,5397560325,tier_1,Therapy Advance Z,Hybrid,2025-02-20 08:00:00.000,2025-02-20 12:00:00.000,true,true,true,4,180,Speaker,false,false,5,true
CON03588,2463873880,tier_2,Health Forum X,Hybrid,2025-01-25 09:00:00.000,2025-01-25 12:00:00.000,true,true,true,3,90,Delegate,false,false,5,false
CON03589,7697105803,tier_2,Health Forum X,Virtual,2025-05-09 13:00:00.000,2025-05-09 18:00:00.000,true,true,true,2,80,Delegate,true,true,4,true
CON03590,5023583032,tier_1,Therapy Advance Z,Physical,2025-04-07 08:00:00.000,2025-04-07 14:00:00.000,true,true,true,3,180,Speaker,false,false,4,true
CON03591,5936469009,tier_1,Health Forum X,Hybrid,2025-11-27 15:00:00.000,2025-11-27 22:00:00.000,true,true,true,6,270,Speaker,true,true,5,false
CON03592,1372270383,tier_2,Global Med Summit A,Physical,2025-05-18 12:00:00.000,2025-05-18 17:00:00.000,true,true,false,0,0,Delegate,false,false,3,true
CON03593,8523436798,tier_1,Future Care 360,Physical,2025-08-29 13:00:00.000,2025-08-29 20:00:00.000,true,true,true,2,60,Delegate,true,false,3,false
CON03594,7090713925,tier_1,Therapy Advance Z,Virtual,2025-01-28 16:00:00.000,2025-01-28 22:00:00.000,true,true,false,0,0,Delegate,false,false,3,false
CON03595,9234657834,tier_2,Med Innovation Hub,Hybrid,2025-04-05 08:00:00.000,2025-04-05 13:00:00.000,true,true,true,4,120,Delegate,false,false,4,false
CON03596,5471877927,tier_2,Future Care 360,Physical,2025-10-09 10:00:00.000,2025-10-09 18:00:00.000,true,true,true,2,90,Chairperson,true,false,3,false
CON03597,1890412383,tier_1,Global Med Summit A,Virtual,2025-11-12 08:00:00.000,2025-11-12 14:00:00.000,true,true,true,1,30,Delegate,false,false,5,false
CON03598,2153860057,tier_1,Clinical Excellence Y,Hybrid,2025-01-20 08:00:00.000,2025-01-20 12:00:00.000,true,true,true,1,30,Delegate,true,false,4,true
CON03599,3774948414,tier_1,Future Care 360,Virtual,2025-09-20 16:00:00.000,2025-09-20 21:00:00.000,true,false,false,0,0,Delegate,false,false,3,true
CON03600,6393022046,tier_1,Global Med Summit A,Hybrid,2025-04-06 15:00:00.000,2025-04-06 19:00:00.000,true,true,true,5,200,Speaker,false,false,4,true
CON03601,9664287568,tier_1,Med Innovation Hub,Virtual,2025-08-20 10:00:00.000,2025-08-20 14:00:00.000,true,false,false,0,0,Delegate,false,false,1,false
CON03602,7756961084,tier_2,Therapy Advance Z,Physical,2025-02-04 16:00:00.000,2025-02-04 21:00:00.000,true,true,true,4,160,Delegate,false,true,3,true
CON03603,7632350842,tier_1,Global Med Summit A,Physical,2025-06-27 16:00:00.000,2025-06-27 22:00:00.000,true,true,true,5,150,Delegate,true,true,3,true
CON03604,1571440473,tier_1,World Therapy Connect,Hybrid,2025-06-11 10:00:00.000,2025-06-11 12:00:00.000,true,true,true,4,160,Delegate,false,true,4,false
CON03605,5847978496,tier_2,Clinical Excellence Y,Physical,2025-12-23 15:00:00.000,2025-12-23 20:00:00.000,true,true,true,4,120,Speaker,true,true,5,false
CON03606,5920490372,tier_2,Med Innovation Hub,Virtual,2025-10-13 11:00:00.000,2025-10-13 16:00:00.000,true,false,false,0,0,Speaker,false,false,3,false
CON03607,3700748713,tier_2,Med Innovation Hub,Physical,2025-12-21 13:00:00.000,2025-12-21 15:00:00.000,true,true,true,2,120,Delegate,true,false,3,true
CON03608,7452317779,tier_2,Health Forum X,Hybrid,2025-02-28 11:00:00.000,2025-02-28 15:00:00.000,true,false,false,0,0,Chairperson,false,false,2,true
CON03609,2386340793,tier_2,World Therapy Connect,Hybrid,2025-10-12 08:00:00.000,2025-10-12 13:00:00.000,true,true,true,3,90,Delegate,false,false,5,true
CON03610,2868746560,tier_1,Med Innovation Hub,Virtual,2025-09-30 12:00:00.000,2025-09-30 14:00:00.000,true,false,false,0,0,Speaker,false,false,2,false
CON03611,8267595336,tier_1,Clinical Excellence Y,Virtual,2025-05-14 11:00:00.000,2025-05-14 14:00:00.000,true,true,true,1,60,Delegate,true,true,5,true
CON03612,5305073203,tier_2,Future Care 360,Physical,2025-04-20 11:00:00.000,2025-04-20 17:00:00.000,true,false,false,0,0,Delegate,false,false,3,false
CON03613,7377103887,tier_2,Med Innovation Hub,Hybrid,2025-07-16 15:00:00.000,2025-07-16 22:00:00.000,true,true,true,1,45,Delegate,false,false,3,true
CON03614,3179363426,tier_2,Future Care 360,Physical,2025-05-12 12:00:00.000,2025-05-12 14:00:00.000,true,true,true,5,300,Delegate,true,false,4,true
CON03615,2797766093,tier_1,Global Med Summit A,Physical,2025-10-06 10:00:00.000,2025-10-06 18:00:00.000,true,true,true,4,120,Delegate,false,false,4,true
CON03616,9617359706,tier_1,Future Care 360,Virtual,2025-05-18 11:00:00.000,2025-05-18 19:00:00.000,true,true,true,1,60,Delegate,true,false,5,false
CON03617,8691729770,tier_1,Med Innovation Hub,Physical,2025-10-29 14:00:00.000,2025-10-29 22:00:00.000,true,true,true,6,360,Speaker,true,true,3,true
CON03618,6564716841,tier_2,Global Med Summit A,Virtual,2025-05-03 16:00:00.000,2025-05-03 19:00:00.000,true,true,false,0,0,Delegate,false,false,1,true
CON03619,1380856334,tier_1,Therapy Advance Z,Hybrid,2025-04-21 11:00:00.000,2025-04-21 16:00:00.000,true,true,true,3,90,Delegate,true,false,5,false
CON03620,9177465374,tier_2,Health Forum X,Hybrid,2025-06-02 11:00:00.000,2025-06-02 17:00:00.000,true,true,false,0,0,Delegate,false,false,2,true
CON03621,2749876091,tier_2,Future Care 360,Physical,2025-08-22 11:00:00.000,2025-08-22 17:00:00.000,true,false,false,0,0,Delegate,false,false,1,true
CON03622,3067220268,tier_2,World Therapy Connect,Physical,2025-03-13 15:00:00.000,2025-03-13 17:00:00.000,true,true,true,1,60,Delegate,false,true,4,true
CON03623,4742221147,tier_2,Med Innovation Hub,Virtual,2025-05-24 14:00:00.000,2025-05-24 22:00:00.000,true,false,false,0,0,Delegate,false,false,3,true
CON03624,6517254815,tier_2,World Therapy Connect,Virtual,2025-09-23 11:00:00.000,2025-09-23 19:00:00.000,true,true,true,6,240,Delegate,false,true,4,true
CON03625,5948919052,tier_1,Med Innovation Hub,Physical,2025-05-09 13:00:00.000,2025-05-09 19:00:00.000,true,true,true,1,45,Delegate,false,true,4,true
CON03626,3922589428,tier_2,Global Med Summit A,Physical,2025-08-26 15:00:00.000,2025-08-26 23:00:00.000,true,true,true,5,200,Delegate,false,true,4,true
CON03627,4125333689,tier_2,Future Care 360,Virtual,2025-02-27 11:00:00.000,2025-02-27 13:00:00.000,true,true,false,0,0,Delegate,false,false,2,false
CON03628,2818742340,tier_2,Clinical Excellence Y,Physical,2025-08-28 14:00:00.000,2025-08-28 22:00:00.000,true,true,true,1,40,Delegate,true,false,4,false
CON03629,2245985216,tier_2,Med Innovation Hub,Physical,2025-08-11 12:00:00.000,2025-08-11 16:00:00.000,true,true,true,3,90,Delegate,true,false,3,false
CON03630,5423061967,tier_1,Global Med Summit A,Hybrid,2025-10-30 12:00:00.000,2025-10-30 20:00:00.000,true,true,true,3,90,Delegate,true,false,5,false
CON03631,8033754791,tier_1,World Therapy Connect,Physical,2025-02-11 10:00:00.000,2025-02-11 15:00:00.000,true,true,true,4,160,Delegate,true,false,5,true
CON03632,9067676952,tier_1,Future Care 360,Physical,2025-03-08 15:00:00.000,2025-03-08 23:00:00.000,true,true,true,2,120,Delegate,true,false,5,true
CON03633,2766569096,tier_1,Global Med Summit A,Physical,2025-08-01 15:00:00.000,2025-08-01 20:00:00.000,true,false,false,0,0,Chairperson,false,false,2,true
CON03634,8308871636,tier_1,Therapy Advance Z,Physical,2025-12-26 13:00:00.000,2025-12-26 15:00:00.000,true,true,false,0,0,Speaker,false,false,1,false
CON03635,7856784796,tier_1,Health Forum X,Hybrid,2025-11-08 10:00:00.000,2025-11-08 13:00:00.000,true,true,true,3,90,Speaker,true,false,5,false
CON03636,5197002899,tier_2,Global Med Summit A,Physical,2025-01-07 10:00:00.000,2025-01-07 12:00:00.000,true,false,false,0,0,Delegate,false,false,1,false
CON03637,3630097529,tier_1,Future Care 360,Physical,2025-04-13 12:00:00.000,2025-04-13 16:00:00.000,true,true,true,5,150,Delegate,true,false,5,false
CON03638,5481697385,tier_2,Med Innovation Hub,Hybrid,2025-09-12 08:00:00.000,2025-09-12 13:00:00.000,true,true,true,2,120,Delegate,true,false,5,true
CON03639,3740478348,tier_1,World Therapy Connect,Hybrid,2025-03-18 13:00:00.000,2025-03-18 15:00:00.000,true,false,false,0,0,Delegate,false,false,3,false
CON03640,2713921851,tier_2,Global Med Summit A,Physical,2025-02-19 10:00:00.000,2025-02-19 17:00:00.000,true,true,true,3,135,Chairperson,true,false,3,true
CON03641,1698140592,tier_1,Med Innovation Hub,Hybrid,2025-09-29 12:00:00.000,2025-09-29 16:00:00.000,true,true,true,1,40,Chairperson,false,false,5,true
CON03642,3947625790,tier_2,Health Forum X,Hybrid,2025-05-30 11:00:00.000,2025-05-30 17:00:00.000,true,false,false,0,0,Delegate,false,false,3,false
CON03643,7722400286,tier_1,Clinical Excellence Y,Virtual,2025-11-27 11:00:00.000,2025-11-27 19:00:00.000,true,true,false,0,0,Delegate,false,false,3,false
CON03644,5563983489,tier_1,Clinical Excellence Y,Virtual,2025-09-02 12:00:00.000,2025-09-02 19:00:00.000,true,false,false,0,0,Delegate,false,false,2,false
CON03645,1375674391,tier_1,Health Forum X,Virtual,2025-08-17 12:00:00.000,2025-08-17 14:00:00.000,true,true,true,1,30,Chairperson,false,true,4,false
CON03646,6778964789,tier_1,Health Forum X,Hybrid,2025-09-13 15:00:00.000,2025-09-13 20:00:00.000,true,true,true,4,240,Delegate,true,true,4,true
CON03647,7351550942,tier_1,Med Innovation Hub,Virtual,2025-09-04 16:00:00.000,2025-09-04 20:00:00.000,true,true,false,0,0,Delegate,false,false,2,true
CON03648,7320904817,tier_2,Health Forum X,Virtual,2025-02-02 13:00:00.000,2025-02-02 18:00:00.000,true,true,true,4,160,Delegate,true,false,3,true
CON03649,1100479782,tier_2,World Therapy Connect,Hybrid,2025-02-11 08:00:00.000,2025-02-11 12:00:00.000,true,true,true,5,150,Delegate,false,false,3,true
CON03650,8476598139,tier_1,Med Innovation Hub,Hybrid,2025-09-16 13:00:00.000,2025-09-16 15:00:00.000,true,false,false,0,0,Delegate,false,false,2,true
CON03651,2976382161,tier_2,Med Innovation Hub,Physical,2025-05-24 14:00:00.000,2025-05-24 22:00:00.000,true,false,false,0,0,Delegate,false,false,2,false
CON03652,8354856148,tier_1,Global Med Summit A,Physical,2025-12-21 09:00:00.000,2025-12-21 13:00:00.000,true,true,true,2,90,Delegate,false,false,5,true
CON03653,3789436371,tier_2,Med Innovation Hub,Virtual,2025-09-26 11:00:00.000,2025-09-26 18:00:00.000,true,false,false,0,0,Delegate,false,false,3,true
CON03654,9796530241,tier_1,Health Forum X,Hybrid,2025-09-14 13:00:00.000,2025-09-14 16:00:00.000,true,true,true,2,120,Delegate,true,false,4,true
CON03655,7664542555,tier_2,World Therapy Connect,Hybrid,2025-05-23 15:00:00.000,2025-05-23 21:00:00.000,true,true,true,2,60,Delegate,false,false,5,true
CON03656,7888748100,tier_1,Global Med Summit A,Virtual,2025-05-21 14:00:00.000,2025-05-21 17:00:00.000,true,false,false,0,0,Delegate,false,false,2,true
CON03657,2425548911,tier_2,Health Forum X,Physical,2025-01-26 08:00:00.000,2025-01-26 11:00:00.000,true,true,true,6,180,Delegate,false,true,5,false
CON03658,4630766237,tier_1,World Therapy Connect,Hybrid,2025-08-01 13:00:00.000,2025-08-01 15:00:00.000,true,false,false,0,0,Speaker,false,false,3,false
CON03659,3965711028,tier_1,Clinical Excellence Y,Virtual,2025-07-05 14:00:00.000,2025-07-05 16:00:00.000,true,true,true,1,60,Delegate,false,true,5,true
CON03660,5397560325,tier_1,Med Innovation Hub,Physical,2025-09-17 14:00:00.000,2025-09-17 20:00:00.000,true,true,true,2,90,Delegate,true,false,4,false
